Date,market_return,market_vol,cross_sectional_vol,breadth
2010-01-05 00:00:00-05:00,0.0033456937759071374,,0.016095453757183135,0.5543478260869565
2010-01-06 00:00:00-05:00,-0.0004944944548054065,,0.01523849917787488,0.45652173913043476
2010-01-07 00:00:00-05:00,0.0037774007185700743,,0.0159809191512995,0.5108695652173914
2010-01-08 00:00:00-05:00,0.0016863640228184475,,0.013336359709189458,0.5543478260869565
2010-01-11 00:00:00-05:00,0.0020832620146337944,,0.013923055704384981,0.532608695652174
2010-01-12 00:00:00-05:00,-0.011996100336950463,,0.01877100789063047,0.1956521739130435
2010-01-13 00:00:00-05:00,0.007245618678717758,,0.011417935458247128,0.782608695652174
2010-01-14 00:00:00-05:00,-0.00014379585287303836,,0.012838419066644756,0.532608695652174
2010-01-15 00:00:00-05:00,-0.008515122705954998,,0.01042707802448969,0.21739130434782608
2010-01-19 00:00:00-05:00,0.012424997651993503,,0.011646589348781638,0.9021739130434783
2010-01-20 00:00:00-05:00,-0.00858119573541291,,0.011998756723002373,0.16304347826086957
2010-01-21 00:00:00-05:00,-0.01651664454179011,,0.017798996766653405,0.16304347826086957
2010-01-22 00:00:00-05:00,-0.025153593000210483,,0.023485042345043734,0.08695652173913043
2010-01-25 00:00:00-05:00,0.0019431411922886303,,0.013047649828796085,0.5652173913043478
2010-01-26 00:00:00-05:00,-0.004045789654554792,,0.013674774671471199,0.3695652173913043
2010-01-27 00:00:00-05:00,0.007062471644338545,,0.017830956181404175,0.6304347826086957
2010-01-28 00:00:00-05:00,-0.00951293385540948,,0.030945022892883377,0.20652173913043478
2010-01-29 00:00:00-05:00,-0.008394880965572758,,0.01550037467245476,0.29347826086956524
2010-02-01 00:00:00-05:00,0.011980336256505249,,0.015973589129379986,0.8695652173913043
2010-02-02 00:00:00-05:00,0.010925117721486256,,0.013902065322415082,0.8152173913043478
2010-02-03 00:00:00-05:00,-0.0037808986401530725,0.015562222324358353,0.012974122989295591,0.31521739130434784
2010-02-04 00:00:00-05:00,-0.03087573503017078,0.015555645610580215,0.015957342767842234,0.021739130434782608
2010-02-05 00:00:00-05:00,0.0017230695776472757,0.015428553574377737,0.01256956641762287,0.45652173913043476
2010-02-08 00:00:00-05:00,-0.00714353994783855,0.015292927087987216,0.013132762937098592,0.20652173913043478
2010-02-09 00:00:00-05:00,0.012831679058937753,0.015205171106899387,0.01149348410634506,0.8586956521739131
2010-02-10 00:00:00-05:00,0.000577156271047598,0.015415409474248678,0.018338061418720027,0.391304347826087
2010-02-11 00:00:00-05:00,0.009454734029004461,0.0151095050787441,0.01234701558503431,0.8369565217391305
2010-02-12 00:00:00-05:00,-0.0027855340140463263,0.014997328327523752,0.009062223682619863,0.358695652173913
2010-02-16 00:00:00-05:00,0.016409874237009764,0.014934315659433092,0.011515153036740904,0.9239130434782609
2010-02-17 00:00:00-05:00,0.004316764632442414,0.01493482330332637,0.010437738546248534,0.6195652173913043
2010-02-18 00:00:00-05:00,0.0062089348155295356,0.015054950201075038,0.014169254201503629,0.8043478260869565
2010-02-19 00:00:00-05:00,0.0031280147671816495,0.014983951875353948,0.0105077918828595,0.5652173913043478
2010-02-22 00:00:00-05:00,0.0007013818017541084,0.014705070481387975,0.011942487493367949,0.43478260869565216
