Date,AAPL,ABT,ACN,ADBE,AIG,AMD,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BK,BKNG,BLK,BMY,BRK-B,C,CAT,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DHR,DIS,DUK,EMR,EXC,F,FDX,GD,GE,GILD,GOOG,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,LIN,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,PM,QCOM,RTX,SBUX,SCHW,SO,SPG,T,TGT,TMO,TMUS,TXN,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM
2019-04-15 00:00:00-04:00,0.1575786959469334,0.3481333809459126,0.21519674617008921,0.21494244482224056,-0.1212014873530397,1.752265768759436,0.14795973786569672,0.441905065433966,0.28940659551607295,0.3338086731219252,0.20583194659384785,0.16272564561245795,0.021126708540254224,0.04162718217375616,-0.11488310443704453,-0.11516690238403715,-0.18280821395980962,0.06467007864550278,-0.027225210365019792,-0.04384979048862869,-0.015455290332339056,0.2933624426420769,-0.08227863223419485,0.03965705699052524,0.3176683201299033,0.3451812310747544,0.35341110637979667,-0.1194607857468889,0.0405870314855985,0.3229273967581543,0.3366596970664464,0.23313649143761972,0.07905412397875478,0.3511264409973307,-0.11964674240945039,-0.18784610629922216,-0.1956274323232271,-0.2931747609046623,-0.10025575750294913,0.18637492768149033,0.18386356653473812,-0.2071249596142607,0.2144254378846493,0.18108856141158713,-0.03849297196838508,0.11204602392404373,0.07376187477100582,0.025150333021931592,0.09235806015776027,0.255072222739005,0.5923585730165755,-0.0742940976608365,0.3858015346401351,0.3799164872656955,0.21632681546236832,0.22255930192788087,0.1104099486484651,0.0012876407720068261,0.02904351553496065,-0.05876665661061298,0.4129768613037885,-0.1085496150239208,0.3224454354387438,0.22487483783286444,0.11942884687084665,0.30514990628018324,-0.19960635303799568,0.21008259531567863,0.17020960284192843,0.1996354418794064,0.39705812987203437,-0.10503611147327141,0.06983285017267526,0.12154692138672196,0.31515281757474933,-0.10828352514757067,0.26339337740366453,0.2731421727093537,-0.009975030351364378,0.18525246594490086,0.2986798432905098,0.1911218195536779,0.15823783251008083,0.04076141134784739,0.2742987895857032,0.09445958263289822,0.007826067014386373,0.3375550701176051,0.2862067336978473,-0.05119363965710144,0.21832837098783542,0.07997448587920442
2019-04-16 00:00:00-04:00,0.1505178056323766,0.31116520254892377,0.20323105517939477,0.1982605843027534,-0.11456547145638207,1.7680872034488795,0.12970565862280958,0.41717774698022625,0.2924315556217023,0.32957814685309694,0.21312648062561967,0.17323980254611593,0.018054562092897353,0.049711716097287306,-0.12157366831337546,-0.08655947898790373,-0.12290028989115742,0.06850974547182243,0.014061949708183974,-0.04387084784238693,-0.022198038466747394,0.2794823512100335,-0.07628594560486346,0.018791975229718982,0.27413075375541274,0.3289506469557226,0.35330222751670437,-0.16001573184736018,0.04272598757685797,0.2841394234671577,0.3164392866031782,0.19462920608130885,0.07861652500691907,0.3158949746059969,-0.12457704305785466,-0.20159103756673913,-0.18745286551497553,-0.2719460244622105,-0.10619644542335838,0.18222895715051224,0.17762169695543695,-0.20555484562539272,0.20078593634737452,0.18226151396046508,-0.03745489366198773,0.10899486986900775,0.07616764955913169,0.03681359617627589,0.08704473334527085,0.21954831864144553,0.5317991159879942,-0.07858344570884934,0.386761627160751,0.3885279094002376,0.21612711989862787,0.21462839049257543,0.08713468522422763,0.011951277839826524,0.023789166547104168,-0.07221099559493149,0.3603076330809376,-0.09751942282786896,0.30411481577243893,0.2001341079869161,0.16791212190770066,0.3234689220714484,-0.1843606194775005,0.2049952189619093,0.15142572232255702,0.15958336351519287,0.40188201069400553,-0.11439278923232621,0.34121723198026754,0.11810820896092133,0.3030302523530344,-0.13055839900809363,0.2240075787679372,0.2175268455584911,-0.016852421390584738,0.1772069833003438,0.2394544295950416,0.1808764325531731,0.1559569461878727,-0.02721163737969534,0.2512488848387786,0.07726035969008693,0.006616023717480823,0.32341894780449465,0.2685300508696029,-0.031628157634611576,0.21271502619603755,0.07764826229315447
2019-04-17 00:00:00-04:00,0.15699640779516089,0.23999501726105987,0.18050619719341898,0.16564287912406783,-0.1288313402950103,1.613117735259296,0.07424554233070513,0.3845940657749438,0.2400470803104866,0.3254546312328095,0.2084680077019827,0.1432731594978085,0.01941891425622666,-0.05390914856933238,-0.14915533597101016,-0.08815704095333943,-0.09876285467355861,0.0557032699690696,0.03414847791102349,-0.046424093521819976,-0.01835459663851069,0.307915828756957,-0.08167763821134899,0.005926678645221672,0.26603416273431524,0.2593432633547452,0.2993823901208097,-0.19353269002332862,0.028504967424814343,0.23545465993901904,0.30996591737710766,0.18601177124687007,0.07152734452033616,0.29153905117074075,-0.11148313256642994,-0.20449877906521374,-0.19485467818627544,-0.29777178824625194,-0.1331144138944258,0.15098315350476077,0.14895861464639726,-0.1679903650847715,0.20967235238158444,0.16697225726490794,-0.09475961307457526,0.120788823732624,0.09016028183125258,0.06667680408871846,0.08980609078097723,0.18558582457889727,0.4913405173417076,-0.08636770041846265,0.38621727862433475,0.3588554171784115,0.2086772790447735,0.22658888687915013,0.06881761849129675,0.014112204040485743,0.016126502236419427,-0.07176505345727491,0.2829051475518767,-0.0709358789469895,0.2889077313428552,0.19286404865929963,0.05558531472047967,0.3285721945056763,-0.2090198444367537,0.18684594387480558,0.2062170405898649,0.1363335236489145,0.4074399825979276,-0.1248670158489602,0.48973832264178974,0.1153402404142474,0.2844021346326293,-0.13085845843015753,0.19868722809925465,0.21235883608935868,-0.018285003985846204,0.18002843215836384,0.1834462666014829,0.14979375167445963,0.12771562283392357,-0.07828558096262173,0.2553461811433151,0.07979203125326761,0.02217810198829606,0.30460201680436216,0.23499608871947308,-0.029265775278264905,0.20076842761167413,0.0835980279141566
2019-04-18 00:00:00-04:00,0.16376654338235053,0.26360600057601746,0.1685656023696056,0.170791865764917,-0.13070912153278802,1.6718147898137636,0.04343689691052677,0.4092889371160937,0.21851116944502924,0.3289061402583797,0.21245767559322037,0.13654897240038766,0.037024718737456386,-0.05400401932204579,-0.1542191035560646,-0.08538321632557488,-0.10290234838716594,0.05252875181633598,0.035436222066213885,-0.05278806256299384,-0.006716102876979546,0.3036141009918305,-0.07647194481948016,0.009127281533494624,0.2640338502010706,0.2533343641039669,0.30029253124940536,-0.18608732892435464,0.005462283753185027,0.24545706865981987,0.3294173202633306,0.19041343401721345,0.055776568046475905,0.3093687798217868,-0.10286467551740763,-0.21513177969438335,-0.1989136676567873,-0.27321074134287004,-0.13962048122429582,0.15324413747434185,0.15443710171448188,-0.17715482483344203,0.1713766145893687,0.20574245916951472,-0.012435812839555749,0.11798756180580283,0.1061864471811853,0.06745770126398387,0.10351398973953141,0.20176944997960633,0.4783984569217752,-0.08059686703869917,0.342317177297226,0.3497588162142944,0.23511621859949794,0.22083968784049746,0.06821337280962303,0.0011297492473902881,0.024569345800647957,-0.06544575817726761,0.27778096880095027,-0.08494788294399014,0.3008333735714195,0.1936726292335611,0.07721512044200862,0.3620393896562466,-0.20930642377915964,0.17712122850144674,0.22830047179148827,0.11716655359592232,0.4142468578387446,-0.1191420152093402,0.5082670374128313,0.1228446628459352,0.3076869344330728,-0.11769319101192854,0.2043419577552501,0.22209819508021056,-0.011634328195729071,0.1869963193710409,0.1868077933396357,0.17249604095622706,0.12726501009014668,-0.04884221476963002,0.29810187104920094,0.06318867713791487,0.05414672950200039,0.2952110910443828,0.24642217114184128,-0.025183119055430137,0.20552676162315286,0.06747702983981618
2019-04-22 00:00:00-04:00,0.2016456010406511,0.26603397606760093,0.17204172858582534,0.19589665800200895,-0.14279677106624156,1.7873393928914756,0.04998231820855792,0.42941415173336894,0.21221528387938693,0.35021552567294556,0.11365960027464439,0.12308184648635256,0.015365456235708175,-0.10910420116579167,-0.1458021384965702,-0.09185682843261367,-0.09650109262599271,0.045463621061788695,0.007822846222312663,-0.05775281481100225,0.023869431298455313,0.2823092751353,-0.09301042936187354,0.027060183947491545,0.2609843220304302,0.27970331125695913,0.3009501273096078,-0.1720814740074017,0.023484321591258794,0.2574912843922639,0.3258807299588782,0.18131629096307633,0.05823103793905671,0.3108157016178179,-0.0896478671118065,-0.2115706347640426,-0.19628061479537062,-0.29263128846814557,-0.14029547248941387,0.14814754092220594,0.15081917127857336,-0.1829365460346415,0.1846098182814495,0.20993891739657378,-0.015356482649999004,0.15422215411480722,0.11015773360147674,0.04581502111400049,0.10662763527585128,0.20506692453721032,0.48130620123519674,-0.0834914681621346,0.36278877757640604,0.36528533024649645,0.24640513147701282,0.2522598640982261,0.06986041493449902,-0.010562462578064924,0.026109285929613257,-0.000886123315983478,0.28861880736171597,-0.11390871926453561,0.3094262131365928,0.20246543263115946,0.13417495162259918,0.343481963428109,-0.17449739662010855,0.18582954739401902,0.23833932655933854,0.10460805610176838,0.46149085370776,0.04090032653342446,0.6258405050108282,0.13071395518437057,0.30246859003176296,-0.144230161934087,0.1991591908769308,0.21025106162909446,0.0009959188156352106,0.19485180148240167,0.1975113729912692,0.16553326712289818,0.16676561741375662,-0.0232068339603535,0.31507014444696213,0.0700234256074026,0.03938917533492359,0.3025932347286795,0.25842716295162127,-0.05334436258714814,0.1917080875620798,0.08801865878307802
2019-04-23 00:00:00-04:00,0.2710553254065129,0.3081244857176444,0.20489519650216104,0.23641441769911098,-0.14703432187165777,1.7997997952129938,0.07877086345831796,0.44585796748612605,0.2594321914922224,0.3857099524835781,0.14763163654245348,0.12615213660416558,0.013355131009611831,-0.10683833785943253,-0.11431158460663515,-0.07113364760829377,-0.08712011115567575,0.057362691487771844,0.013464741573697037,-0.04982665003108311,0.04901976092910432,0.2924268981010505,-0.08355854017000541,0.027293502242567325,0.2820985663672162,0.31273416752315764,0.3229859325802187,-0.1606301334580721,0.03621826533507022,0.26851098067372203,0.35150392548330656,0.19785842990971525,0.07161414030445146,0.3299931549110928,-0.06307543300835017,-0.20079015674142053,-0.16509743399389998,-0.31865819100565607,-0.11524271583795853,0.17856208219483483,0.1793988421917585,-0.17762326875435197,0.19242784742975672,0.21559016083528704,0.014871266330755306,0.16888178335600834,0.1347486830207354,0.04945194582546408,0.1402051392404502,0.2150174624578287,0.5203740047104068,-0.027804242097985266,0.3905490665108762,0.3826644623751496,0.26102559009348547,0.28495135061708576,0.08329283235013696,-0.00679478177207693,0.035823580155115886,0.012594476524156573,0.3043900755327995,-0.10887447525850846,0.34270841390674667,0.21178570320017376,0.1651157420823821,0.3372345056742587,-0.16365624556224112,0.207999061635193,0.28223630164983815,0.11402737746459324,0.44436176912124425,0.06560314989855764,0.7578397671525079,0.16363335183592764,0.3402714703038219,-0.1625951329258597,0.20714018189132655,0.2557750459452608,0.005953184480374407,0.2081252922359993,0.22605137473538361,0.1689649997227456,0.19699728152580342,-0.005329451129625795,0.3302058712062965,0.08097178020174689,0.05495458336433723,0.3102888481276955,0.24575738897481325,-0.06994756157255788,0.2124095113473392,0.1001368349970082
2019-04-24 00:00:00-04:00,0.27278162660981886,0.32714479611757397,0.2021290923947623,0.22259213704383551,-0.14764206647903322,1.8346612741639845,0.05101787504065536,0.4280720742661681,0.2529153460179281,0.4016521929355983,0.15018942764582177,0.12992052600970383,0.009668383871959563,-0.11767058194645919,-0.12485884812628234,-0.05083096686810773,-0.09645310402974361,0.055912191644026166,0.015590769364296264,-0.08302137610744476,0.06487620966563457,0.2630167126281078,-0.08322343759939943,0.004973930273055593,0.295929534588353,0.3090489579070206,0.3226203380481769,-0.16825807541052062,-0.005865039088317148,0.2853763517421828,0.3703680065989845,0.20207840403156907,0.06694610222583175,0.33673870024375296,-0.07498019461187655,-0.19514562166278426,-0.18304109609282126,-0.3184510968635773,-0.1223029794759809,0.17663590004152052,0.17343850836435726,-0.1748003824859926,0.1919283684210853,0.22781199031549382,0.004673948999090349,0.17751454935209132,0.12755745719133493,0.05279959044705218,0.12857318733572454,0.2059925397999236,0.5052688093445277,-0.05426148573986378,0.3837357626650133,0.40598658275097677,0.2745652665412148,0.277815317794589,0.08853242331924283,-0.015861048304732228,0.04279672072005547,0.022352465892250484,0.27586661069268636,-0.0946785589038931,0.33319435373969397,0.21094876393027673,0.17427597178783016,0.3359484622073219,-0.14337229267608953,0.22466758987029634,0.2792725178001927,0.10747450616089216,0.467693006907022,0.06743061229282477,0.7917667577993666,0.1564897140145991,0.34362030324480597,-0.17728675211638167,0.21568386921110094,0.2697431870100728,-0.04118362617253657,0.20789075285570302,0.2125043915978737,0.17723547530337092,0.24130378824481746,-0.00326837760762666,0.32741317015650173,0.08328140402296214,0.052455092406201276,0.30617667583785657,0.22479904359664915,-0.0682806050634377,0.23026804347888108,0.07103387541107442
2019-04-25 00:00:00-04:00,0.27903431642830534,0.36293908263632413,0.21201263733855602,0.2743127469819091,-0.1565158605974154,1.7413279909929291,0.08069753060267915,0.43399125931539717,0.302830665265174,0.42126595780417997,0.17093097063913043,0.1862487593813238,0.016042459861568714,-0.10487968141993187,-0.09724335904881098,-0.050909895180924036,-0.0879824464370329,0.07698167510952714,0.019396970370979982,-0.033749274671255436,0.058102264100253986,0.31581232154400807,-0.07975316572957314,-0.003778333264188305,0.2891965594664434,0.38352576334940247,0.3251034592280877,-0.17509843632737399,-0.000648504477972156,0.3104562914975775,0.401731720281834,0.20883413650349913,0.07312150124965511,0.3274274373662207,-0.08477957021586013,-0.22151571176080298,-0.1862553619437156,-0.340345816658735,-0.08767296249795675,0.2387007916917805,0.2392826511659023,-0.1569759527773963,0.20011683689001436,0.233192621735967,-0.0027509367626332715,0.14739672181538643,0.13693951532670035,0.05831683382404784,0.14905560779899707,0.22608643450204347,0.5102741685430094,0.004064571298275421,0.39637797350140014,0.4256169061626798,0.2900508386617551,0.28692969837677373,0.11308012873459794,-0.024999353896142273,-0.02561897354964271,-0.01725063242824143,0.3068252218245855,-0.08669313138071477,0.4103302889212339,0.20584141633276332,0.19969385010210172,0.32162475619540065,-0.15231348170533254,0.22813386682658976,0.28559751128638955,0.10640890888683785,0.47197095149768553,0.07167432243913585,0.7761875728894851,0.17054338072809805,0.36449523176019527,-0.1595486956620603,0.20828599715010054,0.2598862499498993,-0.058166547444997496,0.19837027614549263,0.26818305442776835,0.16187278139736794,0.22397935373421451,-0.0008530279170156918,0.3490141000719411,0.0034250563337252515,0.05822615624308014,0.33663402617214033,0.17403726143704623,-0.06591632777527079,0.22403609627546284,0.09383177084296102
2019-04-26 00:00:00-04:00,0.2674053967569814,0.36284401955538903,0.22589241922085734,0.29744147778544505,-0.14527266775998038,1.8712666376144669,0.06866333930872592,0.453908877433415,0.33589243597018403,0.41107048748216446,0.20828057774008668,0.1325246145966228,0.02686324948244656,-0.102074829670184,-0.10088991994160201,-0.03907940898202589,-0.08617524093303142,0.08851624948584935,0.027398628840330952,-0.01826304545086299,0.10194501340195328,0.2853379579222124,0.0288236263339412,-0.01855316372611826,0.27021872730684593,0.41459273062121005,0.31542046307743465,-0.18428974018127586,-0.008885598956750673,0.3107760542461637,0.4052273759284133,0.1968452520770687,0.07330301976490694,0.33021328250550197,-0.00012671832839716846,-0.2455407964806865,-0.15217858163588016,-0.2767589166599541,-0.08001204029993736,0.24579408812940207,0.24871212649489216,-0.1383597631618193,0.17578274728523446,0.24779102571106204,0.0004642825306999665,0.04565143526160931,0.13782491338422287,0.07039993067927464,0.17662784862002368,0.21526819270368014,0.5114081466855616,0.023681092927555714,0.40687635989059023,0.43822072743479334,0.29811311281485064,0.29707020883583657,0.11809148432956085,-0.021017973432968295,-0.009487801781492333,-0.0006292405591993289,0.3219087998343142,-0.05679943440620161,0.43085726777113664,0.22755624873612268,0.22596154985799055,0.3389434368286319,-0.17539016352781156,0.23111583558255,0.2920434043945932,0.12803097552221487,0.5129145437302407,0.09570697014535434,0.8158765284749769,0.18565147045397068,0.3728865172032967,-0.16883131315980882,0.20191081108905862,0.2744104805705696,-0.05302325305135469,0.12094308414114296,0.277658415649636,0.14062261632165063,0.16995344153031722,0.02306155192403292,0.32997224263308333,-0.011854794902000587,0.06064868763150999,0.353158094368744,0.17917414077265947,-0.06772137009147305,0.19169153114902637,0.055326184461387484
2019-04-29 00:00:00-04:00,0.26492315339862293,0.3384160845051174,0.21072223546026736,0.28944171027155563,-0.13002452198763992,1.5081522309543507,0.06361177175472554,0.43636816362180353,0.2769967299293141,0.41281037941312215,0.18229514189238705,0.12757962536588852,0.04349730264744811,-0.08512135050554481,-0.11150677102500439,-0.056690971434992465,-0.08257550314331918,0.0992234846108726,0.052596818707971504,-0.025848274725186804,0.10019982967698593,0.33254925524269185,0.026174117800233265,-0.04851893988512668,0.2642081168660584,0.3685343123812137,0.30636156956657623,-0.18877787446266892,-0.015669184086844368,0.2980180646852628,0.4173570396002193,0.1729150333509133,0.08280124679119627,0.308242140339829,-0.03652240905807258,-0.23501605692782168,-0.13554943554845866,-0.2815419411480292,-0.09132287584686216,0.23801004099617673,0.24239203561542122,-0.12521202863095482,0.11504864936087,0.2521777376310319,-0.00763784531350864,-0.01276245112773644,0.12229974403584554,0.08474398732302335,0.17169158470362111,0.15906299864749074,0.48224645209173866,0.021701050782335196,0.3732862531647754,0.3948269705704115,0.27199607106527446,0.30031095437770294,0.10355020914805224,-0.01456508173674842,-0.00830513114815501,0.032790983993985945,0.32940148905855304,-0.042500352320153034,0.3999620722396824,0.20627210201424506,0.184247334477613,0.31104812804820514,-0.20120793071472376,0.21819231114837434,0.2685453180822901,0.11215228918457898,0.48821764430381664,0.10182625925533806,0.8025730368628228,0.183585569158635,0.32497265878352044,-0.16635170712544622,0.19394964201046117,0.22544265289826004,0.013622218381194484,0.11918522893232542,0.2781388933594431,0.14820586461952567,0.1680381765946679,0.015793269511241714,0.3627551748399025,-0.0440403698252293,0.07423515318223362,0.3003181904882146,0.19268715663352576,-0.04970714291200007,0.1816065165553098,0.03087307414472118
2019-04-30 00:00:00-04:00,0.2550860857510444,0.3591044110942794,0.21967617881123647,0.30351513274459196,-0.1304028320438103,1.4869486961829592,0.04035229990546951,0.47496121048792816,0.22503847638371854,0.4238882074788213,0.19444246221594685,0.12982924132474372,0.03430181763171447,-0.07793792713632397,-0.1338785456021696,-0.04958463723184969,-0.08444341367134167,0.09876799375506029,0.0505917278415533,-0.012311813627412738,0.12210062999486282,0.39879451343635686,0.030498476545651076,-0.011567343117975248,0.26214479750606556,0.37539525790714934,0.2876100458136308,-0.1976361964858392,-0.015131435751795208,0.3108917060700498,0.40221697473087725,0.1832974256989972,0.07631963149059007,0.31961357200572604,-0.029480066633866153,-0.23396385632875683,-0.10388794484036878,-0.2490525219454114,-0.08915041563701331,0.15380814167163837,0.1624023450818708,-0.128386878373988,0.11908403328624706,0.2589005532469846,0.0027088734423232896,-0.008131503705055443,0.1309173425914767,0.09102630290442915,0.1718287956224862,0.2009936739654996,0.4473631443816819,0.06337764493075326,0.37267753404272863,0.4530629645418991,0.2797320167215094,0.3033024005198848,0.11118826218701328,-0.010248237956776207,-0.007068132270622307,0.023210422138839615,0.36144275690867844,-0.04499534704659269,0.3859780746553625,0.21747229959213477,0.18854247328711682,0.27633937928352403,-0.19772325627086895,0.23527839727131328,0.3017025913871032,0.13618063107063105,0.5111168307558742,0.10881018231363404,0.7571526172943583,0.19115824068740217,0.36162716222436186,-0.17358012513190568,0.20775866927892972,0.1647627402138725,0.018093812562075984,0.09888913353818096,0.3073758098617234,0.13127715646647253,0.18176384892717756,-0.016020668189812626,0.337072360258571,-0.037489395012971105,0.0708102378309452,0.3135965171466806,0.15791208569087423,-0.045495077279472995,0.20540825703837307,0.07571034132891952
2019-05-01 00:00:00-04:00,0.29326899385354244,0.3781859402729453,0.22012336268862343,0.27865522698205547,-0.139374036531275,1.4641543367594023,0.039356357357567484,0.4449442708990219,0.2205371505067817,0.4470104893240525,0.2026867474565961,0.15190289767017084,0.031345917787994004,-0.07261179006016738,-0.16000005012836283,-0.05588335887198559,-0.07901874836940936,0.11861875544893463,0.05055943468265833,-0.018868464427404863,0.12172202685581923,0.4139279923292003,0.040198431955507985,-0.026854574110253604,0.23823767891805425,0.34019333123649487,0.2912240910910828,-0.1526559209600804,-0.021924298789408603,0.3193152694072354,0.38086928628041417,0.17905705967838093,0.08817859782218518,0.308099791368168,-0.022134180169518736,-0.2399869508601813,-0.10502661434025884,-0.23778960333099686,-0.07103028764256414,0.14818208153149337,0.15191748850279696,-0.12807891080322376,0.1019744674707137,0.2586714298308237,0.015317998741278593,0.007638438779042467,0.15292406188664587,0.08883004318612531,0.16328819573101572,0.19339796688658772,0.49138688248817153,0.06258306814571335,0.36865487989146395,0.40310445179518917,0.18905539111939862,0.3379584484681679,0.1209284961548045,-0.004446913907165784,-0.016414946611701287,0.005865625049776391,0.37549321982989126,-0.0540764949698167,0.39048867664917286,0.21051548365859096,0.21234718579398248,0.26964826092836547,-0.19498630638305536,0.22147610567518883,0.3033353827751999,0.15280832930278354,0.49879470258776837,0.10632257985189675,0.7655023416022226,0.20529055727584167,0.3774693031848664,-0.1729725371455022,0.19910897121253224,0.19039602472998118,0.023030650323610402,0.07774888616763498,0.31827384301877215,0.21599739609808855,0.17873725339525626,-0.005091077340227401,0.3399448275357637,-0.04789507913559177,0.08350600159084709,0.29157772603113985,0.19582560056765685,-0.04172343106841092,0.17234738278082862,0.05467949320823595
2019-05-02 00:00:00-04:00,0.2556760255536632,0.3627106323893643,0.20148154671253948,0.24794721690190058,-0.145390116776414,1.5417790318637752,0.07347325368931168,0.457589610715998,0.2013322919458307,0.4270635555381881,0.20712864700757772,0.16286026341274273,0.038484799645348566,-0.05958577727607228,-0.17041006290854888,-0.05484565043163325,-0.08293842624904013,0.1067089949274751,0.056875507969096795,-0.04043089580957815,0.13406013120615956,0.3598297752424553,0.05507920951397538,-0.05132490722611083,0.24773559577591198,0.31451553567251755,0.26098158738807387,-0.1389591629017196,-0.031861959055144995,0.33130625956184945,0.3618540704749975,0.17607364824255423,0.04495248868522417,0.2783911757895843,-0.020080751645887407,-0.22622243925284358,-0.09625910126314052,-0.22536857736192406,-0.0691250111950219,0.12079320554984241,0.12083591568400709,-0.12084827345636073,0.11525079830194596,0.2633958904527025,0.008032837039099405,-0.028706159905266593,0.15185283363582536,0.09119399989268495,0.17536522983700276,0.20197736941700972,0.5327321657841932,0.10756079299718069,0.377232539796168,0.37898887395626035,0.22091657242528506,0.3512593821407761,0.11917228637116484,0.040656215261523077,-0.026547803200538622,0.002962332521963207,0.4108008322266876,-0.05279100771208889,0.3509504983022005,0.20588413495780156,0.20989461609601356,0.26570356908592774,-0.19091202553687792,0.20783855964637388,0.32285643656296736,0.19923044955850888,0.5157556027294421,0.10602221313385463,0.787902075293538,0.20204255044490083,0.3633189719556007,-0.16611556153778362,0.21251066289251752,0.16538658008736706,0.0223847287664225,0.11186263549845865,0.3222417626693672,0.2386002074389817,0.1679131236459548,-0.004840721994513797,0.3531075728749531,-0.030829572810651462,0.07915859933128488,0.27201180005887915,0.21885985977836064,-0.051287432356051266,0.18397208219253858,0.04695117511667957
2019-05-03 00:00:00-04:00,0.2175022112370626,0.3839771853925895,0.194856710467618,0.29163264897677776,-0.11666954063539281,1.5724702485351711,0.07744507081059737,0.4440789511490999,0.2502293416337329,0.4367940513367743,0.24070513604837185,0.18412663588918532,0.0587142855481646,-0.053450901190088884,-0.15152419286609708,-0.03685040980875831,-0.026923932144197416,0.1308261800440833,0.07245078252900328,-0.008972999301415374,0.16958060446454182,0.4137484080730336,0.0761754173745226,-0.03636740121243709,0.2741898768510904,0.32991378252881653,0.2888691237144856,-0.11315565351514933,-0.029355763826833137,0.35990223623067386,0.36980659701343366,0.1784431136158653,0.08149581139627671,0.2749436995380201,-0.009046345953693913,-0.20887429411845415,-0.07771078717655355,-0.21374969952476508,0.03823558687696749,0.15718761013989768,0.15934898890760274,-0.10003485434985471,0.10509311621068429,0.29300851131720784,0.030929128482132473,0.013740586845544245,0.1813358042933364,0.10665626188011657,0.19829231970672745,0.22152195316009804,0.517282461208056,0.1226688118702357,0.36386369696497667,0.34176537579668653,0.26045789512692186,0.3980515124043851,0.14003651389248772,0.10622839306313381,-0.02146210911503943,0.02047499393567853,0.4361598299005167,-0.04581197769297107,0.40172972703790943,0.2085206720501398,0.22871450754207978,0.2691042554013685,-0.18874245230003528,0.22376013746928636,0.35763909928997784,0.22803468791983605,0.5451241057344363,0.1315085863330281,0.85242755906453,0.2225045634414542,0.4081671499144959,-0.16017621772833857,0.21213098264806862,0.18000199343654444,0.040403039288165354,0.09900295289974004,0.3381304298320056,0.31191826427184943,0.18074420492948629,0.007438077778528784,0.3939041122995044,-0.008900449249947151,0.10396528344506173,0.29071367097498024,0.251638876474521,-0.037638305564033914,0.20966555238039053,0.05143885078249166
2019-05-06 00:00:00-04:00,0.19653197638827558,0.38873950161442594,0.18199627006941044,0.2548551198079869,-0.06735002810519741,1.5086916112261686,0.09558353393927366,0.4267119719605761,0.2407447579940294,0.43992301115309074,0.24685911388186277,0.1458652267781113,0.06411035891353078,-0.06314441117295888,-0.16341339685226197,-0.04328837331155333,-0.03639612753210253,0.112468049596121,0.06929110703722374,-0.02482191107220899,0.16204102680022037,0.42729927144569513,0.08407070689631557,-0.046256517363938654,0.27868340177323936,0.30616529228786815,0.2639443903385825,-0.06188224338143744,-0.024046943516519925,0.35956706160095764,0.3886266162641405,0.17278092365716957,0.06989431891150089,0.24789365841073052,-0.011973099567732626,-0.2242208463828531,-0.08146150040250455,-0.20497469799451007,0.07403661575963993,0.1618313836975438,0.16287618877416543,-0.10230735596653795,0.11630080844487534,0.2826708250284862,0.035227442932312725,0.010082315398128205,0.18651676199940104,0.10379445289253297,0.19698157210693368,0.1931710007429459,0.5292327179005956,0.11281588015458932,0.37004289295640524,0.34073751175621303,0.274021498308503,0.4056006939754173,0.15219197908289983,0.11659256450011712,-0.03881079811068955,0.004029633968180679,0.42112101073141894,-0.041263606669432296,0.38527730455183384,0.20190452827369643,0.2148929968810147,0.26272039302754036,-0.22560779883304738,0.23733503382762233,0.3482548880194496,0.2403703745798511,0.5302380314424693,0.1191008667370046,0.8290319779717878,0.2183869829861813,0.4226489037296115,-0.1498838850717964,0.20663362510224204,0.172556196226618,0.04057025012878568,0.1042180002776858,0.34301102758690805,0.3315451030921466,0.15736727248863014,0.04149543856380333,0.3732235293568036,-0.01590103379588159,0.0984314954090515,0.2844942046738348,0.24208181443676158,-0.03715725595266117,0.2157168108259515,0.05038074691384731
