Date,Mean-Variance,Shrinkage,Bayesian,Robust,Equal Weight
2011-01-04 00:00:00-05:00,0.0040976429804291375,0.00401912296472641,0.004100616309977467,0.004041889486289381,0.0008838865415466456
2011-01-05 00:00:00-05:00,0.023391128520953552,0.023378518906494693,0.023391608772803916,0.023382177896740235,0.008462724949221423
2011-01-06 00:00:00-05:00,-0.005080876832787552,-0.00511670593895878,-0.005079520890924365,-0.00510631836212679,-0.0019355492133924655
2011-01-07 00:00:00-05:00,0.002338088171147057,0.00232548181346578,0.0023385554860930473,0.0023291281440970947,-0.0012031101150528317
2011-01-10 00:00:00-05:00,0.00616595867016037,0.006059189379247061,0.006169990971090043,0.006090137519255584,-0.0004975691917729566
2011-01-11 00:00:00-05:00,-0.0015512968041778545,-0.0016294557020011336,-0.0015483393110990971,-0.001606795305282446,0.0005209723517808748
2011-01-12 00:00:00-05:00,0.0007595962175119238,0.0007219451865563018,0.0007610210688334517,0.0007328610265227228,0.00896939033363668
2011-01-13 00:00:00-05:00,0.0043919817826331975,0.00437782119850485,0.0043925142341811356,0.0043819237981464745,-0.001146386445131476
2011-01-14 00:00:00-05:00,-0.0008996005189670182,-0.0008412260587168321,-0.0009018063535832797,-0.0008581473158282737,0.0066104133242878525
2011-01-18 00:00:00-05:00,-0.006945178251657909,-0.006879100924130176,-0.006947677635581315,-0.006898255192009754,0.00030125012511920545
2011-01-19 00:00:00-05:00,-0.01878080834445201,-0.01873849825712618,-0.01878240926693447,-0.018750766077854242,-0.009949869611847054
2011-01-20 00:00:00-05:00,-0.015731640589742222,-0.015598926973057326,-0.01573665514798764,-0.015637397511425996,0.0009677503849443185
2011-01-21 00:00:00-05:00,-0.0023993289050668895,-0.0023700135956809102,-0.0024004354169340526,-0.002378510269578727,0.0015899021687571476
2011-01-24 00:00:00-05:00,0.0017961482739414544,0.0018518764996824579,0.0017940421042740168,0.001835721421927344,0.005251511175291885
2011-01-25 00:00:00-05:00,0.0025437490572497467,0.00262454994278804,0.00254069605832312,0.002601127889591261,0.0001256620151780846
2011-01-26 00:00:00-05:00,0.007550734520401137,0.007415231259562263,0.007555858706124821,0.00745451399478308,0.0012724584653251748
2011-01-27 00:00:00-05:00,0.025946967551503983,0.025881468186606926,0.02594944450347049,0.025900457133094242,0.005929609144826408
2011-01-28 00:00:00-05:00,-0.02797292242521577,-0.02807097238708275,-0.02796921231998731,-0.028042545713258225,-0.019535041239324646
2011-01-31 00:00:00-05:00,-0.0009027383501184374,-0.0009860146605878226,-0.0008995900596699017,-0.0009618742089529649,0.00364217249646092
2011-02-01 00:00:00-05:00,0.010575184419909442,0.010641028071993396,0.01057269488596429,0.010621940481646231,0.015285210582199702
2011-02-02 00:00:00-05:00,-0.003674696536723645,-0.0036200861939656597,-0.0036767597089806523,-0.003635916057960245,-0.0024227047828860302
2011-02-03 00:00:00-05:00,-0.001424524313322282,-0.0014338149776984208,-0.0014241662058797134,-0.0014311277630310107,0.0018130872928167326
2011-02-04 00:00:00-05:00,0.01446617216050045,0.014466216950710212,0.014466180129970169,0.014466216793147298,0.0031881285690459784
2011-02-07 00:00:00-05:00,0.004667312367467393,0.0046673036943869215,0.004667306939437173,0.004667303730450769,0.00555318869407642
