Date,Mean-Variance,Shrinkage,Bayesian,Robust,Equal Weight
2011-01-04 00:00:00-05:00,-0.0015270113355262405,-0.001528726940383196,-0.0014835666520450763,-0.0015278609092587159,0.000883962374216285
2011-01-05 00:00:00-05:00,0.009743338003147972,0.009759945619312038,0.009299615799799321,0.009739670048142468,0.009354083159071047
2011-01-06 00:00:00-05:00,0.0035714067746850375,0.0035898805090335273,0.0030781755638806807,0.0035675870917095676,0.007400391113805638
2011-01-07 00:00:00-05:00,0.003820447652375325,0.003838811050318691,0.0033282131461738196,0.003816830837513052,0.00618848068396427
2011-01-10 00:00:00-05:00,0.0045993601568883324,0.004615722985077619,0.004159274107315536,0.0045961586104141805,0.005687806357170588
2011-01-11 00:00:00-05:00,0.004752722430341194,0.004773363770916417,0.004207198321754424,0.004749203305918215,0.006211749837495617
2011-01-12 00:00:00-05:00,0.009160956032884249,0.009187940517094262,0.00844854125361083,0.009156897387265772,0.01523686108023159
2011-01-13 00:00:00-05:00,0.010218932077550757,0.01024128652999634,0.009622121820625607,0.01021496514430087,0.014073035325446348
2011-01-14 00:00:00-05:00,0.014676947374031357,0.014705329792834787,0.013923922071202632,0.014674362481843506,0.020776454944134715
2011-01-18 00:00:00-05:00,0.011913980823691883,0.011943317898732264,0.011138305002221127,0.011911504721532351,0.021083937776583905
2011-01-19 00:00:00-05:00,0.0006604156866651945,0.0006738940349506617,0.000304480633751103,0.0006600170807737893,0.010924319642175329
2011-01-20 00:00:00-05:00,-0.005136888481334534,-0.0051249369311784365,-0.005432972931939117,-0.005137056035697474,0.011902606502167012
2011-01-21 00:00:00-05:00,-0.0033795310808893975,-0.003358352578780477,-0.003907625993951003,-0.0033799755447394553,0.01351144065157861
2011-01-24 00:00:00-05:00,0.0007422879860432552,0.0007580495535515208,0.00035297628303276873,0.0007435828512221132,0.018833862998717477
2011-01-25 00:00:00-05:00,0.0019247551341183833,0.0019368334926701536,0.0016231929856276306,0.0019259013887145127,0.01896186810230205
2011-01-26 00:00:00-05:00,0.005703409438222229,0.005717047193752434,0.005365722508209769,0.005705363350737569,0.02025852967386621
2011-01-27 00:00:00-05:00,0.017907002402108407,0.017926512785593207,0.017395882648172156,0.01790406098978492,0.02630827235842892
2011-01-28 00:00:00-05:00,-0.004791224245406789,-0.00478236195238646,-0.005022792881672067,-0.004795017080077235,0.0062592888564276805
2011-01-31 00:00:00-05:00,-0.002504079459189623,-0.002491909236980505,-0.002826215713298663,-0.002506468028604991,0.009924249691088294
2011-02-01 00:00:00-05:00,0.011432483461716325,0.01145589144592507,0.010814722649354458,0.011430167205283892,0.025361182008446947
2011-02-02 00:00:00-05:00,0.00807005422467344,0.008091740148228554,0.00749431016697133,0.00806808027768846,0.022877015579591653
2011-02-03 00:00:00-05:00,0.009533541723736105,0.009548742426151557,0.009098542580899593,0.009532243104386495,0.024731582609965663
2011-02-04 00:00:00-05:00,0.016138490975107,0.01615451707454385,0.01569038208419693,0.01613683234527108,0.027998544479743925
2011-02-07 00:00:00-05:00,0.02088578773825045,0.02091114394381277,0.020217086114840743,0.020883476714030902,0.033707259910051635
2011-02-08 00:00:00-05:00,0.027829784499917798,0.027858786722270157,0.027071427049969676,0.027827882499455336,0.04055260431395835
2011-02-09 00:00:00-05:00,0.027576428840086598,0.027595833196714104,0.027033960931052148,0.02757519640581929,0.03852160644086777
2011-02-10 00:00:00-05:00,0.030237720549459945,0.030259520809436058,0.029635790876798573,0.030236514285455485,0.03815117064270157
2011-02-11 00:00:00-05:00,0.04274913042867157,0.042780098392139365,0.04192753693126883,0.04274724305293387,0.0456521644757002
2011-02-14 00:00:00-05:00,0.047686650180723156,0.04771506099351308,0.04693047293582131,0.04768403809025257,0.046858807013381076
2011-02-15 00:00:00-05:00,0.043954667136846926,0.04397910425097051,0.0432986374350679,0.043952734440356744,0.045446526206630145
2011-02-16 00:00:00-05:00,0.04942752947879714,0.0494550566330334,0.04869906698673376,0.04942604384917204,0.05014951939247325
2011-02-17 00:00:00-05:00,0.051676854228441815,0.0517042067797413,0.05095230422200547,0.05167465004928817,0.05297792248104738
2011-02-18 00:00:00-05:00,0.055644660948029,0.05567143945591213,0.05493182049776357,0.05564341913366988,0.05583567555782598
2011-02-22 00:00:00-05:00,0.02684459611013046,0.02684587760842838,0.026699178110497046,0.026845826093392366,0.03304168761135462
2011-02-23 00:00:00-05:00,0.012817697697591335,0.012809640899241526,0.012869332152853019,0.012820382553097032,0.021992735427737164
2011-02-24 00:00:00-05:00,0.02526905263198187,0.025264068108878712,0.025268755197941806,0.025270719773580863,0.02751910399427171
2011-02-25 00:00:00-05:00,0.03302413537337823,0.03302043914812747,0.032986197365340475,0.033027456573598846,0.03575093243867289
2011-02-28 00:00:00-05:00,0.032634584799732025,0.032621625883801686,0.032796286456910906,0.032640797748162864,0.038648646753010496
2011-03-01 00:00:00-05:00,0.011806565536483182,0.011783970882538686,0.012197498318668343,0.011812414355767631,0.02239870516884368
2011-03-02 00:00:00-05:00,0.013590014025364638,0.01356171787426641,0.014115002904579343,0.013596506341032155,0.022777772554031017
2011-03-03 00:00:00-05:00,0.0331698745671114,0.03314600927373723,0.03358434487227435,0.03317718855282359,0.04127157785825064
2011-03-04 00:00:00-05:00,0.029184693027265007,0.029155271592228083,0.029741284076731933,0.02919126208956757,0.03426786931953618
2011-03-07 00:00:00-05:00,0.020750388936870534,0.020716875037509297,0.021374751307429607,0.02075720323558028,0.02674582223859656
