Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1972-06-01 00:00:00-04:00,0.6907913886451503,0.6966455859889722,0.6907913886451503,0.6955812573432922,825600,0.0,0.0
1972-06-02 00:00:00-04:00,0.7030314898840988,0.7099500113686783,0.7030314898840988,0.7083535194396973,2496000,0.0,0.0
1972-06-05 00:00:00-04:00,0.7083537301261673,0.7163365819377496,0.7067572377223397,0.7094180583953857,960000,0.0,0.0
1972-06-06 00:00:00-04:00,0.7094177924519549,0.7110142842572967,0.6796146631240845,0.6796146631240845,1824000,0.0,0.0
1972-06-07 00:00:00-04:00,0.6796147915643934,0.6828081655708905,0.6769539713859558,0.6769539713859558,604800,0.0,0.0
1972-06-08 00:00:00-04:00,0.6769545985167881,0.6854696207684782,0.6764224339881033,0.6780189275741577,1180800,0.0,0.0
1972-06-09 00:00:00-04:00,0.678018654219765,0.679082982848033,0.6695036354010451,0.6748256683349609,451200,0.0,0.0
1972-06-12 00:00:00-04:00,0.6774863183406434,0.6796149750581236,0.6774863183406434,0.6790828108787537,153600,0.0,0.0
1972-06-13 00:00:00-04:00,0.6822762968567222,0.7072895765304565,0.6822762968567222,0.7072895765304565,700800,0.0,0.0
1972-06-14 00:00:00-04:00,0.7110148158866764,0.7227232107982051,0.7110148158866764,0.7195302248001099,787200,0.0,0.0
1972-06-15 00:00:00-04:00,0.7195301195774588,0.7280451374530835,0.7163367442537667,0.7189979553222656,787200,0.0,0.0
1972-06-16 00:00:00-04:00,0.7168688876620587,0.7168688876620587,0.7078217057943373,0.7142080664634705,576000,0.0,0.0
1972-06-19 00:00:00-04:00,0.7115466733045246,0.7115466733045246,0.7067571963732519,0.7110145092010498,720000,0.0,0.0
1972-06-20 00:00:00-04:00,0.7163370607580777,0.7227234244346619,0.7163370607580777,0.7227234244346619,460800,0.0,0.0
1972-06-21 00:00:00-04:00,0.7227234789251507,0.7291098430832414,0.7184661626815796,0.7184661626815796,1872000,0.0,0.0
1972-06-22 00:00:00-04:00,0.7184657910670724,0.7195301195774588,0.7152724157433803,0.7189979553222656,604800,0.0,0.0
1972-06-23 00:00:00-04:00,0.7205938537630144,0.7275123731668659,0.7205938537630144,0.7269802093505859,787200,0.0,0.0
1972-06-26 00:00:00-04:00,0.7259164452552795,0.7259164452552795,0.7221909058569294,0.7259164452552795,470400,0.0,0.0
1972-06-27 00:00:00-04:00,0.7259167984316651,0.7280454563849305,0.7152727290799317,0.7205947637557983,1008000,0.0,0.0
1972-06-28 00:00:00-04:00,0.7195300705445139,0.7195300705445139,0.7152723670005798,0.7152723670005798,57600,0.0,0.0
1972-06-29 00:00:00-04:00,0.7094176766158878,0.7094176766158878,0.7046278121896693,0.7056925296783447,326400,0.0,0.0
1972-06-30 00:00:00-04:00,0.70835425701763,0.7227234789251507,0.70835425701763,0.7184661626815796,441600,0.0,0.0
1972-07-03 00:00:00-04:00,0.7182948249877492,0.7182948249877492,0.7140322071014843,0.7161635160446167,422400,0.002188,0.0
1972-07-05 00:00:00-04:00,0.7161640240124396,0.7438726210391616,0.715098368785015,0.7385443449020386,1065600,0.0,0.0
1972-07-06 00:00:00-04:00,0.7417407728667952,0.7492007443291567,0.7417407728667952,0.7481350898742676,1008000,0.0,0.0
1972-07-07 00:00:00-04:00,0.7481350166927802,0.7587923407554626,0.7470693623421318,0.7587923407554626,1094400,0.0,0.0
1972-07-10 00:00:00-04:00,0.7555952943482288,0.7555952943482288,0.7417410016059875,0.7417410016059875,1344000,0.0,0.0
1972-07-11 00:00:00-04:00,0.7417410016059875,0.7476024931935908,0.7385440372554356,0.7417410016059875,739200,0.0,0.0
1972-07-12 00:00:00-04:00,0.7417410273673928,0.7476025191585715,0.7374780178070068,0.7374780178070068,604800,0.0,0.0
1972-07-13 00:00:00-04:00,0.7374772736624211,0.7374772736624211,0.7300173071678593,0.7321490049362183,422400,0.0,0.0
1972-07-14 00:00:00-04:00,0.7332153916358948,0.7390768833720013,0.7332153916358948,0.7332153916358948,364800,0.0,0.0
1972-07-17 00:00:00-04:00,0.7332157190353816,0.7332157190353816,0.7129670977592468,0.7129670977592468,547200,0.0,0.0
1972-07-18 00:00:00-04:00,0.7087032461323549,0.7087032461323549,0.6937833092547826,0.7028417587280273,1161600,0.0,0.0
1972-07-19 00:00:00-04:00,0.7097698761804151,0.7214928671096942,0.7097698761804151,0.7140328884124756,1219200,0.0,0.0
1972-07-20 00:00:00-04:00,0.7124334713226795,0.7124334713226795,0.7076380252838135,0.7076380252838135,643200,0.0,0.0
1972-07-21 00:00:00-04:00,0.7076378368650437,0.7241562604904175,0.7060389649995925,0.7241562604904175,1420800,0.0,0.0
1972-07-24 00:00:00-04:00,0.7316164005495521,0.7481352182697166,0.7316164005495521,0.7449382543563843,2448000,0.0,0.0
1972-07-25 00:00:00-04:00,0.7449379930156566,0.7449379930156566,0.7401421585499381,0.7433391213417053,316800,0.0,0.0
1972-07-26 00:00:00-04:00,0.7433393472678325,0.7502664923667908,0.742806519973927,0.7502664923667908,806400,0.0,0.0
1972-07-27 00:00:00-04:00,0.7502663987840459,0.7561278885640736,0.7470694354193784,0.7481350898742676,700800,0.0,0.0
1972-07-28 00:00:00-04:00,0.7449386665450068,0.7449386665450068,0.7380111270099057,0.7385443449020386,355200,0.0,0.0
1972-07-31 00:00:00-04:00,0.7385439734863756,0.7406752828693838,0.7289523007063898,0.7316164374351501,902400,0.0,0.0
1972-08-01 00:00:00-04:00,0.7316164005495521,0.7449382543563843,0.7305507459117747,0.7449382543563843,1843200,0.0,0.0
1972-08-02 00:00:00-04:00,0.7470700782586177,0.75346440076828,0.7470700782586177,0.75346440076828,1286400,0.0,0.0
1972-08-03 00:00:00-04:00,0.7534644705042125,0.7577274826647028,0.7502671138142174,0.7561286091804504,662400,0.0,0.0
1972-08-04 00:00:00-04:00,0.758792745226638,0.7758440044823102,0.758792745226638,0.773712694644928,902400,0.0,0.0
1972-08-07 00:00:00-04:00,0.7737128841198557,0.7865015268325806,0.7715815737605359,0.7865015268325806,700800,0.0,0.0
1972-08-08 00:00:00-04:00,0.7865016663136664,0.7939616441726685,0.77691037771737,0.7939616441726685,1123200,0.0,0.0
1972-08-09 00:00:00-04:00,0.7939614977762356,0.8099474961937438,0.7923630150180049,0.8062173128128052,2054400,0.0,0.0
1972-08-10 00:00:00-04:00,0.806217513425754,0.8072831688630773,0.8024877193951224,0.8056846857070923,547200,0.0,0.0
1972-08-11 00:00:00-04:00,0.8030199408531189,0.8030199408531189,0.7960927954618475,0.8030199408531189,297600,0.0,0.0
1972-08-14 00:00:00-04:00,0.8024873091386263,0.8024873091386263,0.7843700051307678,0.7843700051307678,499200,0.0,0.0
1972-08-15 00:00:00-04:00,0.7843698954803888,0.790764214219962,0.7673182487487793,0.7673182487487793,5212800,0.0,0.0
1972-08-16 00:00:00-04:00,0.7673189313872744,0.7694502427704866,0.7555959382224259,0.756661593914032,844800,0.0,0.0
1972-08-17 00:00:00-04:00,0.7566608101718435,0.760923818801274,0.7502664923667908,0.7502664923667908,518400,0.0,0.0
1972-08-18 00:00:00-04:00,0.752398416315895,0.7582599085759526,0.752398416315895,0.7571938633918762,134400,0.0,0.0
