Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1994-11-16 00:00:00-05:00,3.725937604904175,3.755046716260714,3.725937604904175,3.725937604904175,8343900,0.0,0.0
1994-11-17 00:00:00-05:00,3.7259376226517036,3.7841558456420903,3.6968291774061157,3.78415584564209,4872000,0.0,0.0
1994-11-18 00:00:00-05:00,3.813264496478248,3.8714827226074457,3.7841560496632902,3.8423736095428467,1468800,0.0,0.0
1994-11-21 00:00:00-05:00,3.871482381823435,3.871482381823435,3.7550466060638428,3.7550466060638428,348600,0.0,0.0
1994-11-22 00:00:00-05:00,3.725936295399728,3.7550453965256856,3.580392122268677,3.5803921222686768,709800,0.0,0.0
1994-11-23 00:00:00-05:00,3.551283597946167,3.609501809653949,3.5221751583417524,3.551283597946167,906600,0.0,0.0
1994-11-25 00:00:00-05:00,3.5512819844964456,3.6095001697540283,3.5512819844964456,3.6095001697540283,132600,0.0,0.0
1994-11-28 00:00:00-05:00,3.6386102492583636,3.6386102492583636,3.551283597946167,3.551283597946167,280500,0.0,0.0
1994-11-29 00:00:00-05:00,3.5512830211427198,3.580392122268677,3.5512830211427198,3.5803921222686768,187500,0.0,0.0
1994-11-30 00:00:00-05:00,3.551283597946167,3.580392703800058,3.551283597946167,3.551283597946167,130800,0.0,0.0
1994-12-01 00:00:00-05:00,3.58039498213461,3.58039498213461,3.4348506927490234,3.4348506927490234,794400,0.0,0.0
1994-12-02 00:00:00-05:00,3.4348506927490234,3.4348506927490234,3.4057415683719463,3.4348506927490234,54600,0.0,0.0
1994-12-05 00:00:00-05:00,3.4348506927490234,3.4348506927490234,3.4057415683719463,3.4348506927490234,19800,0.0,0.0
1994-12-06 00:00:00-05:00,3.4348481719996182,3.4348481719996182,3.4057390689849854,3.4057390689849854,91200,0.0,0.0
1994-12-07 00:00:00-05:00,3.434848760669268,3.434848760669268,3.3766305446624756,3.3766305446624756,77700,0.0,0.0
1994-12-08 00:00:00-05:00,3.3766302208841075,3.405739326096289,3.3475217819213867,3.3475217819213867,169200,0.0,0.0
1994-12-09 00:00:00-05:00,3.318413772350463,3.318413772350463,3.231087094130714,3.2601962089538574,272100,0.0,0.0
1994-12-12 00:00:00-05:00,3.3184142112731934,3.4057409010435404,3.289305092599821,3.3184142112731934,284400,0.0,0.0
1994-12-13 00:00:00-05:00,3.3184121650704017,3.3184121650704017,3.289303064346314,3.2893030643463135,146100,0.0,0.0
1994-12-14 00:00:00-05:00,3.318412676709205,3.3766302208841075,3.318412676709205,3.3475217819213867,442200,0.0,0.0
1994-12-15 00:00:00-05:00,3.347522102908605,3.405739652665872,3.347522102908605,3.3766305446624756,274200,0.0,0.0
1994-12-16 00:00:00-05:00,3.4057388480116684,3.580392122268677,3.4057388480116684,3.5803921222686768,442500,0.0,0.0
1994-12-19 00:00:00-05:00,3.551283512527933,3.551283512527933,3.4930659684699212,3.5221750736236572,47400,0.0,0.0
