Date,AAPL,ABT,ACN,ADBE,AIG,AMD,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BK,BKNG,BLK,BMY,BRK-B,C,CAT,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DHR,DIS,DUK,EMR,EXC,F,FDX,GD,GE,GILD,GOOG,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,LIN,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,PM,QCOM,RTX,SBUX,SCHW,SO,SPG,T,TGT,TMO,TMUS,TXN,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM
2012-08-06 00:00:00-04:00,0.09319042967474012,0.07006021165801313,0.006808347283302041,-0.01168514953155586,0.007851777763091095,-0.4415041330426176,0.19022217357006688,0.08148410976959308,0.03921653006060466,0.18958746844928642,-0.04668819751877773,-0.03478348041400858,-0.03890901185843365,-0.05376852370003804,-0.09832573772896136,-0.05072201813694699,-0.016727646782360384,0.03249666867354195,-0.09786357936144441,-0.10585774170047435,0.07407588112369812,0.18543536186598208,0.03834098617556014,0.07347396670681161,0.16439348779675433,-0.12586419000858717,-0.12116717562780255,-0.004615865093655858,0.0871335575257417,-0.012002626441382613,0.13304448227941879,0.0713512890398369,0.013171914411216346,0.006390657524290466,-0.1369810693204856,0.01003260298255415,-0.058588017153675676,0.09772352388309824,0.15511073356932137,0.05805276359095579,0.058053028933232165,-0.06845083567964982,0.01784003262368139,-0.008349594024763762,-0.020403949177616565,-0.043931170152451515,0.0726872162348644,-0.12391899235068926,0.05060381682687187,-0.07950290578822838,0.06294445071884858,0.03157219540324063,-0.16958000966330433,-0.03665212828036857,-0.05358402135115492,0.04213496011544615,0.05056575964362864,-0.0318381771679217,0.045824985697106246,0.12529199455212603,0.1670010700371738,-0.12107773526319032,-0.016426285340428226,0.10764058992405268,-0.22682093680687299,-0.13985245434297566,0.12349629367645698,0.11261349458708869,0.09646976012040409,0.10141241663117717,0.03316503579306218,0.05418174169644341,-0.0247324560344252,-0.022480273014214514,-0.2132483481539802,-0.043036081831964834,0.05369494988820911,0.05006879532361275,0.15856586695883523,0.12499109358554938,0.049908994494596515,0.3158683340935651,-0.07159114483324924,-0.07351099170949948,0.0917480912250137,-0.02078551346852886,0.043243755779058146,0.10773502068958951,0.11505996662763907,0.014925730377447044,0.26345716971169164,0.042287154122183424
2012-08-07 00:00:00-04:00,0.09280503871153334,0.06304809470234063,0.027131772490502692,-0.009182713617220672,0.020504659846787288,-0.4281650268917835,0.15964617074919185,0.04418447497182809,0.05654313453290993,0.19066688541175925,-0.034297867847210894,-0.006670213377369061,-0.01407933818053142,-0.018730525872008963,-0.0508238410228915,-0.036928198952514646,-0.01084569569493099,0.02979806509204086,-0.0772417489477204,-0.09029667226242821,0.06371517838414142,0.18137375675694334,0.04744234922335688,0.0650649461898869,0.16308084841087434,-0.06396381731858125,-0.07962438722746712,-0.022124237024182203,0.0983811434896047,-0.015202309712362694,0.12437899835869604,0.0648700003831777,0.021123943867718653,0.005859246870782986,-0.11775148662288559,0.01131005533552698,-0.04639178225304097,0.10959598251988378,0.1635663321713532,0.04528468320999002,0.0452847995637935,-0.05153630256674169,0.04127222055878632,-0.007031346371311642,-0.00769326277981186,-0.02330510431422217,0.06116965440099964,-0.09814923464075131,0.04115510720087068,-0.05911335699177245,0.03934885898783014,0.04915237133809591,-0.1479582493613023,-0.03465158520712208,-0.041081199807552315,0.05147546718486318,0.059887499949097034,-0.0037748519605392827,0.05453500331106231,0.09683782992517154,0.1514591726426211,-0.08106194536976796,-0.001358883732146765,0.09811649510845566,-0.2045608293429989,-0.11257423889921836,0.13563427670780337,0.1301534035836991,0.09523976877031481,0.0792462095924551,0.0410602647907492,0.0504436166802511,-0.01701353748934986,-0.0025956768862090973,-0.16061815518033695,-0.006771672483341318,0.0421733000590887,0.03229344834556547,0.15193256270894673,0.13376913957641556,0.06521758944854228,0.3216462804171685,-0.03967132274731311,-0.05528119556560662,0.09581313794953661,-0.01292393484291443,0.05471605293267956,0.1058613957635377,0.10902318139465184,0.024434326359715985,0.2615085981646741,0.053626176959445715
2012-08-08 00:00:00-04:00,0.0890407912979041,0.08469363053554835,0.04356633533013299,-0.0003075687604451316,0.017279404234718188,-0.35860058167181186,0.17474822760837205,0.048686344350709065,0.051125633352134825,0.21164759361307905,-0.02275784936461922,0.007427122118670582,-0.006426209494886703,0.0235848031813799,-0.21785953353865462,-0.02777377398071257,-0.012324207161422573,0.039543180752001694,-0.05186260224321837,-0.0855584572993342,0.06874821272707776,0.18931028213296486,0.05857060193771413,0.09559478341499617,0.16464127856297694,-0.09014644713211672,-0.08198484625752778,0.010685606039535944,0.111704467174909,-0.010276912421301798,0.12150158178142711,0.062248781251620144,0.0377907697744706,0.006666169595413551,-0.12059166647528652,0.02668747273874894,-0.029707822078765322,0.1236632338281971,0.12203803506633837,0.05430519985510229,0.05430506138282443,-0.04007869521414564,0.059698369210698043,0.016187976066958987,-0.006710011168623131,-0.013128909243321996,0.07366847728815262,-0.07800597890089,0.04328286319056884,-0.033097219750260476,0.04985159350688306,0.0702682920469726,-0.12376637451481953,0.00451372155552221,-0.04040812041537989,0.0655543859427623,0.0694176027752973,0.01415099512142004,0.05723199063970741,0.11636873932547842,0.16937588670487047,-0.05576132738584905,-0.007508853656050252,0.09818513714702393,-0.2225961882180285,-0.11031973488167812,0.13748993778968632,0.12399158093593288,0.10915332021067448,0.07127383830666356,0.05699294765275109,0.0812586877157282,-0.004769736127561597,0.012483191557498774,-0.1595928755871101,-0.005365350901619492,0.04507717455647198,0.030976928784447244,0.15969772594985243,0.14476279770989353,0.07702366216156142,0.16399996632305602,-0.034454458876601146,-0.04156260631161768,0.09623572869273911,-0.010446749951095291,0.055829795278449,0.11904144043293496,0.1100037682952415,0.043227184249643,0.2656601461709467,0.06695716093731008
2012-08-09 00:00:00-04:00,0.092678523395892,0.06451942589056281,0.04855190921109376,0.022869719543864075,0.011512078464517295,-0.3554572639633282,0.17547491024694106,0.043866611253135845,0.03251133668795814,0.21389877481462993,-0.04641687295363828,0.006504217623978015,0.003946537450285392,0.009067307163592275,-0.1744947084383648,-0.01829057974057058,-0.03366996835213032,0.033749109530791355,-0.058049329158714746,-0.06784588357391652,0.05940487857457177,0.17220358784791734,0.04318268030857375,0.07892813825929079,0.14402780180569152,0.017129087566154277,0.05787364398248984,-0.017371058675395457,0.09949372961436276,-0.013468755719862169,0.10335712647063411,0.053760560582884365,0.03711340276389041,0.0004927986420149022,-0.12317281416366821,0.02486163427862853,-0.03932208233039325,0.11571707921829488,0.11024380690478575,0.04675235620670404,0.04675237434736257,-0.020925721276798925,0.05617567618668584,0.013405626964399175,-0.006644089020697352,-0.011237257921463573,0.06837733743639052,-0.08620924554872411,0.030629332506936002,-0.02868813756001276,0.03538515777507634,0.06404220381084724,-0.10278348135775617,0.007682150405411425,-0.04394995547487457,0.05959656717742301,0.04808094110409322,0.0011554114247265268,0.05846865641301924,0.10781991915107803,0.1660309031910241,-0.05341068041109487,-0.001296956528343829,0.07379755804702892,-0.20035844445614626,-0.11327511445550553,0.18437992001615555,0.1633951678416663,0.08854907120126665,0.055210518526881414,0.0494054931224881,0.07016509524189263,-0.0034160457974171665,0.0029562706723584853,-0.17437892149502965,0.0022551898826639327,0.03601114610800926,0.02028876184400641,0.14235928859543923,0.13959679202716857,0.06804218582144883,0.24362596073607,-0.034216427497824276,-0.055664850479985595,0.08481405806396314,-0.007571003711816959,0.04158542554748168,0.08955660300953583,0.10578133369631004,0.025625229477507228,0.25442515737408944,0.07162278291762902
2012-08-10 00:00:00-04:00,0.10174384970705042,0.07394327582494276,0.05152724712013135,0.013664553300737792,0.02677128911122839,-0.3598820032026858,0.17480854507343024,0.04604394303207715,0.022268094575608632,0.20602571700173833,-0.060365422300127314,0.008836782693768974,0.02654491812470816,0.013639452914484762,-0.1661705293125787,-0.02091544741608342,-0.03255514433580309,0.03884801750272904,-0.014964431140939927,-0.06274059784624963,0.06728609740782043,0.1883370291932851,0.03373992272744619,0.09708747626908276,0.1334588697336887,0.014951427253533822,0.06735993778693761,-0.00482733627728682,0.1157069064547962,-0.002859045411516381,0.08977208682960747,0.05343041464785725,0.06371941257520475,0.0005139269295773019,-0.11144880579577587,0.0016271821682549703,-0.03690507783166208,0.12254016408468149,0.09510022660942208,0.06075368545740778,0.06075390839982808,0.013535662794623038,0.060251235554890537,0.014439232657091905,-0.005115416156474151,-0.018622269987104256,0.07721829369265154,0.008610663435706156,0.023983590928056797,-0.026368493562004325,0.05671370963511757,0.08122526965638754,-0.09057672582919374,0.009279158564651668,-0.03274736944189405,0.05626853477818461,0.0657119437271445,0.008071527185482985,0.07147651405069455,0.11337181732847679,0.18477763831985383,-0.018969480955210782,-0.017342410738585223,0.08099741829236251,-0.22589873990228204,-0.12419880871697464,0.1067375292120496,0.17316406501344805,0.08823518789792817,0.06671551191281422,0.05761895850909893,0.08001124353840883,0.006248213021918803,0.015599694824953492,-0.16838563444634835,-0.013057913593772508,0.04095410578480818,0.01696275708232209,0.13458409473298527,0.13985132040634696,0.07350543887002337,0.2826707361600065,-0.026084755296026163,-0.05630728153546016,0.09349107272383339,-0.0017007297055653403,0.03594527278523829,0.09679471461799571,0.09578109860485018,0.022233663763561395,0.2466932354807463,0.07117587437291761
2012-08-13 00:00:00-04:00,0.1334324740718258,0.07825036959973253,0.045740228906513636,0.001241108163061666,0.05782785916928712,-0.36888885498046875,0.17136758548581454,0.0630318388537272,0.042659141652874766,0.17027119038395244,-0.035933512732116535,0.014634088859529548,0.05175389984643086,0.045852817723847306,-0.15256792990861612,0.00036903955343392525,-0.031583272145535135,0.05538307651904817,0.023125790886596498,-0.04726325494631678,0.07234823969047333,0.20222881797100123,0.06468136754213072,0.10948261175640339,0.1414317158544547,0.06298050311292847,0.04255984065061469,-0.005975164239670927,0.12124276234848774,0.01671027573777928,0.10382980769332883,0.06064040145664884,0.07030787743138656,9.561743157182612e-05,-0.08419139289200861,0.0015126315145901348,-0.037212754114871904,0.14130427727424189,0.07948916249078564,0.09273183149482,0.09273181619060722,0.0434519393552828,0.06518950072934904,0.016224755407252545,0.0021043195243908297,-0.0035599915977477803,0.0812834094398418,0.0421468005341199,0.029487085936403146,-0.019268835217636004,0.057820474817597445,0.08242198360872233,-0.09621954160786883,0.027698557192463946,-0.025218312842883006,0.05833363695743321,0.0640331184649987,0.02611499124861738,0.08400297684177893,0.1248715247893708,0.1749200767574517,0.02141096772806894,-0.002952762736105896,0.06444265383932013,-0.221544087135636,-0.10515701117514553,0.1279511589945017,0.1656126187098117,0.08046142583930638,0.05972015954054699,0.05468183599058296,0.09222364589260224,0.01475823075131899,0.026481865235204127,-0.13752131054756678,0.00378797205547321,0.03990310211964121,0.02417615297515807,0.13358306895358818,0.14475921139944847,0.08750759139117115,0.3491827173172122,-0.029486676355933494,-0.0556228520074451,0.10152263915583437,-0.0007871506556017538,0.05791967345927196,0.10146112530064055,0.09485604196363107,0.054656993453451985,0.24931382307847638,0.08028212514605237
2012-08-14 00:00:00-04:00,0.14684821766805412,0.07752284232072082,0.03953807197348436,-0.006804862611909934,0.0923774053080193,-0.37575758407704885,0.1871442876703675,0.05660692207519191,0.039217482972924156,0.16940435223527595,-0.028812728346982674,0.016947056501890545,0.0671874337488052,0.05493005017397068,-0.14746426682171776,-0.012795172967719592,-0.02874154935507711,0.05897024574145959,0.035651208194765305,-0.045841425095340504,0.0495104011123364,0.19727491876788328,0.07707885960549121,0.11871130162697408,0.13812871286455586,0.03229523648057753,0.04294878143148284,-0.02320313809987795,0.13319953982341626,0.01316641659764306,0.10397681663799596,0.06081789255799919,0.09027788878749354,0.0018228596578955258,-0.06489069367541422,-0.0009964402046789278,-0.02196421483590405,0.1509608161390643,0.10988997146341917,0.09417268802478906,0.09417295402648329,0.038885912097247566,0.13073423233192671,0.023167871733393852,0.00048586494394742274,-0.006251584511724695,0.08958023265803594,0.03226661992877333,0.03562480990542349,-0.019447325054807285,0.06495039261999391,0.09297895793294075,-0.08006629444469815,0.033538719203313416,-0.024174366434943306,0.061734673268169615,0.05998478199628843,0.05329776875363068,0.08346029260564225,0.13008048100364622,0.18959590557771588,0.021609677589080833,0.003959420751113996,0.07002807741908379,-0.2028906550131616,-0.11186726912860756,0.12230841620367716,0.16093416539711636,0.07302826272667584,0.08526802871033046,0.056322578884205665,0.10931731031267677,0.01982865184173943,0.02761228765791346,-0.1261634355291903,0.0030056197181500544,0.037042612492659055,0.02792440683030417,0.13543366256780875,0.15732043997885503,0.09698864378676397,0.42325597074509225,-0.02058652957457685,-0.050562420569858935,0.0883023517972561,0.0013143456108244411,0.06156391830917762,0.11598896920188695,0.09206621687853156,0.06021840811662926,0.2537541317998795,0.08537974949821736
2012-08-15 00:00:00-04:00,0.16015685960292236,0.07018146502737888,0.02875491655194029,0.016996267820978073,0.11756933589148622,-0.3442879272664373,0.1836830370081266,0.06892639871103023,0.0596269050395597,0.19408221630929234,-0.009364564909819628,0.01600845387899641,0.10838125768912099,0.06921762220740546,-0.13126655607659476,0.014707946033410302,-0.02533192387258565,0.05112300451420859,0.0680059028197244,-0.04017260158585534,0.04740456109228419,0.19135126671513003,0.09520266776265118,0.1210471656158647,0.14318536834115525,0.05527906111829339,0.04441086000494865,-0.017520235090370928,0.1335784732358294,0.022056068255633,0.1066989112284924,0.05232122633121117,0.10071774874336215,-0.002172879391616922,-0.06086273912145945,0.02054519900312135,-0.007676307129563464,0.11567965114807621,0.12388529960174588,0.06139017427214655,0.06138995278625803,0.05522340516396773,0.13439627840538937,0.023276002430061782,-0.0024174778137623365,4.615907278182618e-06,0.08327392155449886,0.05412010094207331,0.038089435989071996,-0.007551139682286934,0.06671212940309346,0.09826943651253184,-0.07921257728647169,0.04399446201997659,-0.032073855530625583,0.062289910177306895,0.06225802539682057,0.09990554474203606,0.08424146907692154,0.11632702971673092,0.1650937239512693,0.08096704869175908,0.016724523494138,0.06579205652230202,-0.1474395755069432,-0.11651093693487491,0.13657727285530985,0.1832072927551851,0.06455145924898953,0.07164431941154259,0.04554435520994682,0.10053759546227181,0.062236742362586916,0.051273982547438646,-0.08926908265210398,0.028203414366458235,0.032824390554618166,0.05612710284627398,0.13631246319781898,0.17266152620395148,0.11969534009097416,0.4992342100349001,0.004308902873841003,-0.034331016105581647,0.11050894061232253,0.008693252247907512,0.0746255644100946,0.09996533057121626,0.09314478953824001,0.06948730647641987,0.2646164365736725,0.07791044488556231
2012-08-16 00:00:00-04:00,0.20552367413165862,0.0758463712041797,0.0472685480548134,0.05123409216933528,0.21566557736843683,-0.3197389888345431,0.18323524773159883,0.0999255868498794,0.10620077840017683,0.23290163320245805,0.03441071475240198,0.06240661048896401,0.13763225594752937,0.11043897379422063,-0.09082600349072012,0.02802706755818285,-0.016063618102935884,0.0669838273462442,0.09166130261392236,0.015443959461296064,0.06657569941522534,0.21058968483421814,0.13011546418630693,0.13746714320298392,0.16302809531783957,0.0983555636867739,0.15462462684983502,0.0006809974167316657,0.14067491849614377,0.029616852316641795,0.1335440116010771,0.049098701626118846,0.1365080182256344,-0.006472341034503004,-0.03674567467898182,0.03591043080964451,0.03371811813661951,0.12759175303766157,0.13153728085677452,0.07996144824905427,0.07996166300991958,0.07112323669828546,0.2046418045151588,0.06591992961059057,0.019240461133699815,0.024166531220919385,0.08361831684960741,0.10254441159279959,0.060171570455681334,0.032190494077034115,0.0667633208541043,0.12475587949569067,-0.026388250252051382,0.07584781805910379,-0.01646142950062146,0.06949197107146365,0.09901362115110501,0.12090730076053724,0.11145341805805709,0.13272937039268484,0.16803100632923096,0.08813728051701197,0.0425275494069548,0.07957817957231472,-0.10643369285547577,-0.0886029683716909,0.16837971152432862,0.22271577820266075,0.07831119761247773,0.07455012238283043,0.05661611194067362,0.11796573909705987,0.09935367741928047,0.08162523442563785,-0.05964534852537451,0.06370550571447531,0.029784434448679065,0.09898567722289209,0.13717464287793013,0.172746540544777,0.10843600483778681,0.4976452523030799,0.03786900186607567,-0.02355473334678526,0.16118258465965152,0.028508382434353052,0.09031381728674592,0.1294674079358542,0.07848585507083583,0.09263842259034916,0.17607378834559273,0.08956470644894088
2012-08-17 00:00:00-04:00,0.22721931876160495,0.07903121563316673,0.0594968986633051,0.07952730161578803,0.22837961842476084,-0.3178037024142717,0.21108683766357594,0.10906189846718051,0.1277531130096694,0.23261289428671605,0.04306357113732595,0.07524544488855889,0.1411350141285257,0.13015558532671467,-0.06838622781909709,0.04956209436459491,-0.025960002005893767,0.08820173313228064,0.11652597757283711,0.02148217957286258,0.08115180261688693,0.20932093510099614,0.15693490491695905,0.1425629467018139,0.16633441188508646,0.01133394156712142,0.16267319579367,0.02323763220304409,0.1533811423696183,0.043566695775580255,0.15179159436608947,0.04449026679675594,0.14754872842266264,0.002972286283311476,-0.03272768290878281,0.05967356376310562,0.045329420990373626,0.12075800164498451,0.13636369133698145,0.12781464829879274,0.1278145981242247,0.09011619075215105,0.21285269890003122,0.08423002349831776,0.03164753869339343,0.01882040408278507,0.08066386047638296,0.11341755551677069,0.074947734721998,0.030185437942855442,0.06088470241039845,0.12971588146594315,-0.015309196262071723,0.08247133032557308,-0.020100518850305615,0.06036489739713624,0.11236235178844534,0.1516058189782874,0.12848806180838457,0.13161859744230808,0.15847826694445066,0.09710356423064415,0.06268198326279562,0.0807188853806271,-0.08962318838505323,-0.08402773538712183,0.2127481610890214,0.25992379327059134,0.08578934840073549,0.06378863205134033,0.06393582799092123,0.11771639162050507,0.13544407603977193,0.11808016507974806,-0.06059745084322754,0.07544807265581177,0.023666532058483014,0.11488484382499609,0.12256027621631649,0.16317234382166257,0.12300460658592138,0.569640297481165,0.04590473832620767,-0.012291589297309113,0.1727539002112548,0.04097788994331042,0.10067727239982838,0.14442795913605977,0.07287001889630784,0.10704205453997373,0.15936815219541667,0.09211330041785004
2012-08-20 00:00:00-04:00,0.19014711289457242,0.07174317546780107,0.02911814245098099,0.05966885184518267,0.17730975310216857,-0.35079364622831655,0.20608854929259368,0.09198619799102836,0.10196684881112317,0.16852630612748087,0.01355180593107308,0.03472820182054237,0.19487086937814846,0.1264017238635593,-0.10806178823845003,0.07319128008379217,-0.021650319349376446,0.07456136241477407,0.14252183470162816,-0.010460909409200081,0.07695649777722147,0.1870063754238036,0.1335200999010573,0.11456071324632289,0.15388758458345309,-0.009929663416220702,0.1414908045849974,0.024156251544636742,0.1377348661883846,0.021197859347303893,0.13651735270022525,0.0471202792712444,0.12564557948268895,0.028965935798578313,-0.05074580097634818,0.039520361250359404,0.032448345838155035,0.10709058119796966,0.11004110014558166,0.10003094412756974,0.10003098076472772,0.09608485800049205,0.19520594970451177,0.050009040449370046,0.018183682539806068,0.011845879965547201,0.07702956611613931,0.1590765544088184,0.06668933186114012,0.0061524410880196,0.05393167594043824,0.12936660373951114,0.03218486825658684,0.04118634314422587,-0.026401859987620235,0.06466819914479416,0.1068161158662797,0.13199599453761524,0.11165024043642813,0.11826716213709676,0.17628015992700163,0.12867820308393418,0.04012262462658467,0.06858032636704903,-0.10454438019039858,-0.10390296328958204,0.19202640233300317,0.22263206530924462,0.08713553687375075,0.07057835724170625,0.0621391716216817,0.10941267230965712,0.10223738808879901,0.09409330129583626,-0.10173654500401474,0.042653749649540496,0.020550096257070605,0.08589738671737446,0.11509821949353194,0.14645701216552887,0.09219014650678425,0.546021732572596,0.0080312028244518,-0.038764252866322235,0.13441886208716114,0.031795705452373424,0.0884850236031367,0.10460734717718201,0.06899438299788874,0.09210676232755066,0.15309319199691562,0.07900515739351999
2012-08-21 00:00:00-04:00,0.18296683559110183,0.06164116910589024,0.03478683296716545,0.05435806840690449,0.16365508953545782,-0.33928567005221055,0.2113687424303674,0.08179532016421764,0.11201405483717863,0.16856437550166992,0.007849544876682435,0.03118886103541807,0.17493160405502128,0.12529656843982728,-0.11259236049854882,0.10282114874793691,-0.02768637496818671,0.06993094272590161,0.1419564832474547,-0.006810904994962397,0.07192373311510525,0.1824362059416167,0.12388041833159247,0.108885755407786,0.14992278923973346,-0.012111156810426627,0.15060888199763478,0.018769440573210394,0.13649328298255115,0.027184657931853318,0.11827001830529671,0.028628368117737724,0.1173588540951449,0.024337953391081246,-0.059681214130859916,0.04153111665489617,0.03998159056223649,0.09940875546326966,0.12581740943384156,0.11436425548439999,0.11436407085455547,0.08503462754521318,0.17389740971600065,0.03857360181557534,0.013607035671252321,0.011860181169742079,0.07745314352414612,0.12782084716791053,0.06559026232438736,0.008585494155708862,0.04121414649459809,0.1343615762144681,0.0433499747263435,0.02456865306720135,-0.023285911038120277,0.06746026649764492,0.12053316904004041,0.13710974831940548,0.10792771926908573,0.0972097702741499,0.15881712757884503,0.12302733319669845,0.041802404449795105,0.05467314293541725,-0.03116241031290523,-0.1132430685467346,0.2034593528662234,0.20696960339578396,0.0808018254446019,0.06878858431370771,0.06649578695420377,0.08791975483207404,0.07624579743705939,0.07951101698248375,-0.09542991577830051,0.041655622454169317,0.01632647257793174,0.079804424820904,0.10899758409835258,0.13815988237125798,0.10101386138923862,0.5809964456530836,0.01592136617184514,-0.037733717381537635,0.12580807722822596,0.02286188863026606,0.07216147631291836,0.0789454393178477,0.0479128171116594,0.09264826462523446,0.12688386458382195,0.07417192881676371
2012-08-22 00:00:00-04:00,0.17733763869124042,0.07630753704244264,0.044813854576090106,0.051584830070530385,0.1466163579838824,-0.3404604803946204,0.23192187140245268,0.07535233254018348,0.11883278483601711,0.09342217364397509,0.018636901130022476,0.023286377819201176,0.14798607357854987,0.11582209388768194,-0.12193958279209305,0.07267663225577237,-0.012519235692686537,0.07448278923393414,0.12344019883771828,-0.03442420554185699,0.07726594789887398,0.18615239863938582,0.11103387277365173,0.1009160480493565,0.14998230440267335,-0.013213029803764154,0.1569781145267526,0.023750290446822753,0.1418973381426798,0.018515094094447182,0.12327522081582831,0.030072498540494097,0.08779667395314306,0.02083328438988241,-0.08341667725855118,0.010656743347697395,0.034140830615395856,0.09571751785047677,0.12509942388833384,0.11111489487973403,0.11111466718344509,0.07272827007574412,0.16894105113925972,0.02842805866914988,0.010056321000537993,0.020258913881505025,0.08123192048091243,0.1134097559454601,0.047209745651242585,0.016451649079062935,0.04866783047177692,0.12963957649270008,0.04658482699282662,0.01053991400649923,-0.02445081185487119,0.0762342069219466,0.11312361186051478,0.1256462966824652,0.09988655948205172,0.08263466057983959,0.16172912240581172,0.1157345346394183,0.056074463070065805,0.060114030675032515,-0.09052985204525676,-0.10631987717200353,0.17684930679280964,0.19061549740299966,0.08029511098887365,0.08279329553443215,0.08078036310342074,0.08728612783237533,0.07391349491570431,0.08306439844376112,-0.12629690030025287,0.04519480463952785,0.0263717519057447,0.08014826994723423,0.11406739700232826,0.12798377258393456,0.11232904053806814,0.5101091253389611,0.014612391500686384,-0.021505153778541564,0.11443080533227001,0.022813088147399574,0.06485028253325442,0.07675873143242362,0.04409077904988701,0.08389628684884332,0.11734461910239391,0.07630601220655686
2012-08-23 00:00:00-04:00,0.17716454735841713,0.05481172892729114,0.04897370297095294,0.062143279251071215,0.14790916536931853,-0.3521594505441845,0.21603259359464744,0.054356072812377754,0.12060958237979924,0.11287075694735771,0.004823380176204761,-0.008517729672514185,0.14299258400584858,0.08936346232171455,-0.11277027434288922,0.04979260742889524,-0.016183395324636973,0.0670425848311198,0.11031673097243311,-0.035333744564531755,0.0625269435150313,0.17971715726208282,0.07655065932169602,0.08976950462991273,0.12467757840295968,0.0038301496578692085,0.17263863729592877,0.007362944823371409,0.12113732986752157,0.0067462681034275995,0.10643544317361875,0.008869752090700844,0.08743083700908216,0.013673183166176717,-0.10279409498299297,-0.011280049295081529,0.043897483171027485,0.08437788234458732,0.10727018513617304,0.12116101818447667,0.12116078490040283,0.07967628297763496,0.14431030825791846,0.027683633041704736,0.0022726500575065423,-0.015229761572328693,0.07353453387559528,0.10510566343977157,0.015622660853339188,-0.005495238303340533,0.041834922679663045,0.11929231290245479,0.015896781545519545,-0.002895875685597127,-0.028286118845405106,0.07519917964711476,0.09629793039058776,0.12397990075635468,0.08926772985817277,0.04976316455161811,0.15073808182390303,0.09361250201681881,0.04783186536965367,0.04623065975737184,-0.08851558901280054,-0.10897444301397807,0.18166861808153634,0.21192085634169744,0.06420978962137447,0.08217115021203725,0.07493075317572373,0.04864311047840508,0.09023248824802432,0.08501393777047372,-0.1218744208555228,0.03399501023148899,0.009894202501608662,0.05689928727881388,0.10479406836105132,0.10660176164116142,0.08132311332681597,0.5093167489285482,0.021302453868372595,-0.03736581728824062,0.10246627969185651,0.014199660108549228,0.05895621233453041,0.06341941402874474,0.03227598939600784,0.07328413082601504,0.1056858475450162,0.06376232194898046
2012-08-24 00:00:00-04:00,0.18456269376851875,0.06594869759897315,0.07120490144285663,0.020886010509370223,0.18903071692387252,-0.36655945496437714,0.23044119974348587,0.05946949352633912,0.1543050362014582,0.0922943385758308,0.03360251122005198,0.02166175765210898,0.14279465436449668,0.09362640021917357,-0.09144092835663875,0.04986914551377142,-0.006343144194534522,0.0774763329924093,0.12735683660067854,-0.021249484949118713,0.07686803765196015,0.1829884690562682,0.11324638818486976,0.09427999687238464,0.1426028716313832,0.01047609702059571,0.18125423526831774,0.016302949793232324,0.14208680416902708,0.010736913714399776,0.11370765525373905,0.005050676828169287,0.10242027383914554,0.011750467809761078,-0.09984603839680417,-0.0007287846291140765,0.04756523774547383,0.09562962169570577,0.13468055246678134,0.1472452756654723,0.14724540047582324,0.09060701113581837,0.15890134729807293,0.03497233054099946,0.02220474901972791,-0.02376805398747761,0.0912538912898635,0.11880409307726136,0.02971381008867402,-0.0016717417493637976,0.07901998016315659,0.13128265278877027,0.024343097914863554,0.021203155278169072,-0.015747968577673577,0.09396037600134544,0.10767813509025181,0.14243359150616008,0.1019267679695981,0.07453000995607195,0.16088506977130002,0.103111174561058,0.05858375559779572,0.048069270540483267,-0.10054096430255921,-0.10669984019349255,0.17741887790849709,0.22479459505730826,0.07271822438055797,0.09497325671273593,0.08179490165274816,0.06079699390029436,0.09383162166136194,0.1042823325453257,-0.10393546455260183,0.04145265412698196,0.01453875642670277,0.06787820386903198,0.11492203885445229,0.11171446807614327,0.0978446530945758,0.5061351237490628,0.02788342127179466,-0.031357918818741726,0.11421668966609988,0.017985158162281856,0.07458758368230001,0.06287075665413289,0.053226558019119796,0.07539082588689805,0.11009061805498765,0.079705482366633
