Date,AAPL,ABT,ACN,ADBE,AIG,AMD,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BK,BKNG,BLK,BMY,BRK-B,C,CAT,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DHR,DIS,DUK,EMR,EXC,F,FDX,GD,GE,GILD,GOOG,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,LIN,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,PM,QCOM,RTX,SBUX,SCHW,SO,SPG,T,TGT,TMO,TMUS,TXN,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM
2017-11-14 00:00:00-05:00,0.4989035350095652,0.3617733165814077,0.23210971777017317,0.5711814783100275,-0.02714137503613793,0.4932943425784944,0.17088184641257598,0.39705635358142455,0.45804906784048816,0.4931724896061045,0.27422962410059715,0.5843587609716366,0.2826885235702971,0.10442423654511274,0.14380778574737096,0.25444651068339846,0.10647061626323567,0.14919048205361243,0.28305461708783364,0.40848786109031504,0.1205305682881086,0.1080949906162353,0.04510917661807105,0.17152377534352733,0.1687549335516465,0.3784401502994109,0.11681139153254705,-0.05049412088209268,0.13210613938132873,0.1704416721945546,0.06731605985180426,0.24483049823976588,0.11371554352442731,0.3560978342431468,0.05115402360644712,0.1755773221964002,0.17951397466438246,-0.4994693371991719,-0.04743342789657448,0.33208435385363855,0.3241943983843455,0.13835275964341254,0.2978939577613443,0.286009101171759,-0.02266254418109987,0.31312672475103437,0.2056764873615254,0.22416872908922988,0.1748725106070188,0.25906231847097305,0.09440907569166618,0.186511700460112,0.14348793474743107,0.4012038167391301,0.38236543896488967,0.044798848182208355,0.02758155243720527,0.09769312782904138,0.3069629691130891,0.10736313341590206,-0.1149930860371912,0.2258704963737263,0.39270867330320497,0.3539259622762188,0.5458888929162918,0.12232573401458181,0.94498470182764,0.24057834062411254,0.16057880815299547,0.12719154037848035,0.09913651583806951,0.20095928692879625,0.03897370952838892,0.12019551779343991,0.06650489100232827,0.2007775722934649,0.14061345086012664,-0.11305713254535933,-0.004230016786499919,-0.14167876264506696,0.2484472008151594,0.06616722635378225,0.35048534888022004,0.3450997701726932,0.1790803386031278,0.04060549037450887,0.08338358487454789,0.3641375513869089,0.0040812406583773855,0.04325085104034447,0.28377490971401886,0.0010617856534003052
2017-11-15 00:00:00-05:00,0.4724684385716169,0.34305428613313194,0.23807304937390839,0.552284858676838,-0.0346861948308961,0.4626235244819216,0.16210218178758673,0.38437397478168994,0.416020424582341,0.4858503755040655,0.26819195714863014,0.6011658728750348,0.29945600708532005,0.09777770687429382,0.14249473089515133,0.259003362710982,0.10123152723914511,0.14379067190796513,0.2718624962092856,0.3802954941520419,0.10695021397524378,0.12091001995962404,0.08329410698817044,0.1312487979763966,0.16002879585514934,0.3537120326110021,0.10840088042255815,-0.04690944295768129,0.10608731886613403,0.15546667981271198,0.0745930642983205,0.21939768013192185,0.08974877540574744,0.29998262169562995,0.05114845721221299,0.15444381489208475,0.18618415466963473,-0.48739249517311645,-0.032974356650832974,0.29712015367993466,0.2904487982897693,0.13034798758813987,0.30830920620604163,0.2788323986859865,-0.03766098534013328,0.2919723091049139,0.2052802048434042,0.23547111244758576,0.155177378231019,0.24664334116095488,0.08687784635834658,0.18149559752738958,0.14638144560970662,0.3771793822122044,0.3737600272592382,0.00839044123343838,0.0023817879520121243,0.095161883516109,0.2908492055321092,0.09010585598057322,-0.1203415058661282,0.20368251608376584,0.3653511735989432,0.3421966143518931,0.5255246788588278,0.1354649997452395,0.8951478897535491,0.23613891000552883,0.15033416038707606,0.13126952296552075,0.08446703727119213,0.19247070380015405,0.020386676125937735,0.11145747510603914,0.05631765594322955,0.18775704195938223,0.11833307146865497,-0.10117386035252657,-0.01912301948496417,-0.2354129022682418,0.2411139640859108,0.058664038319950054,0.3342027454488206,0.33665130081648825,0.17773335339928542,0.02781837538996864,0.08746603557326374,0.3461464777205944,-0.023851506200125452,0.049778238320296334,0.25673840760801886,-0.029438782282959063
2017-11-16 00:00:00-05:00,0.45781177205944723,0.3524098525546193,0.2457593986091482,0.5604938466279115,-0.04473867266567697,0.38305150332420657,0.17593286995962776,0.3622363511153542,0.42102123681838244,0.5018093189841049,0.2823649848169054,0.6156959069178739,0.31888266041646846,0.12187672109672257,0.1414586302603829,0.2791664275675237,0.12292738982422388,0.147526150018099,0.2859249226073989,0.4086172088612687,0.10676800153625146,0.1106585529120824,0.1015756840709667,0.14596265038503659,0.16811056088193913,0.37841202083903286,0.1630998727371723,-0.033922998945377834,0.09478193697253341,0.16068228170801488,0.05929493882912087,0.22885907118435753,0.10293728681423388,0.3019772555029708,0.057804171718660036,0.17895417382024695,0.20039809594561928,-0.48761530088446464,-0.02005882566318923,0.30054256116877615,0.29581898220181285,0.1613488446993373,0.31305474339520045,0.2890598978326206,-0.027922302588167074,0.298150090624121,0.20328169807667384,0.26332603260386894,0.1539611019009804,0.2654900528486863,0.10689862818533227,0.1976942308242597,0.1901596542679432,0.37584932744540805,0.37085679093996565,0.00985608311495671,0.0020323485162280818,0.10210684303381111,0.30618275886458224,0.08590327847665646,-0.09745727286681181,0.23448165157998108,0.3548364434946262,0.3482057043901594,0.5290286158756351,0.13509260875477236,0.8416756856261932,0.23045168247702816,0.1528384189979263,0.14532209039436195,0.10111671471800569,0.19364181405456699,0.03504263576973915,0.1207083077324493,0.05034618005732335,0.20353188829559105,0.11685835635154225,-0.09107744904971675,-0.008622300473063092,-0.2804757288696561,0.24662447230513926,0.12582111309923166,0.34770272473691055,0.3474920738630783,0.19638527571223843,0.03824195713857358,0.10080348287393608,0.3337378439249579,-0.0207526462058472,0.08292344047715325,0.36060282234949104,-0.025073834320251634
2017-11-17 00:00:00-05:00,0.45260758125104916,0.3418165900530946,0.2259770609769733,0.5436795199987658,-0.04676443048572368,0.2965082606272758,0.1705306218724353,0.3439978138817168,0.401296373478671,0.5056085348270831,0.2823596162115872,0.6178288831645575,0.29706638152875564,0.1148386992102805,0.14399766402591227,0.2684918607227013,0.10549323003966349,0.13376811234247524,0.266270340267729,0.41305439954673695,0.10782814142224761,0.07079913289642956,0.09278164339068731,0.16167168434740642,0.1743080200220884,0.3582164792692027,0.2130017721943514,-0.0240663798436494,0.09812784466765125,0.16068253387363493,0.05523027733101008,0.22244732349789695,0.12182613652102217,0.3059492656486784,0.06620181605329639,0.1633191650165722,0.19436066169422633,-0.4914344680911588,-0.014102703055741338,0.2786786369471215,0.27585576627118263,0.13948627008461964,0.2861672434805466,0.27903547542882207,-0.03212482324280236,0.2703995031612025,0.1951941006087197,0.2519911023233012,0.13915004087839564,0.2835360866017511,0.09032715467391146,0.18847973206190066,0.18577197810344584,0.36277936463487964,0.36066241903665525,0.002172047056925217,-0.0062574854382814035,0.09167392585978784,0.30151295056328387,0.09167577913242315,-0.09803091893106498,0.21682997645742233,0.3287135295674511,0.33594878791357996,0.5185329195240629,0.15097032322624862,0.83223441483358,0.21139434628416592,0.14893945791928312,0.14718790649109778,0.09333045262769175,0.17820886401045918,0.03866194844440973,0.1115389241116777,0.03754756281869213,0.19520544953263286,0.11699502075827393,-0.06572025358920211,-0.01588677611643477,-0.22808596817453286,0.24840249828186645,0.11705450571002164,0.3295019607353342,0.34647862728321377,0.18015960392065727,0.025525966808347896,0.0853741588016891,0.310583581192236,-0.00445913900149369,0.05909569661211305,0.3700855995072458,-0.022971551884142356
2017-11-20 00:00:00-05:00,0.45060837272315274,0.3506555978468708,0.2331409096833883,0.5517222798277907,-0.047949303384550064,0.26386451651124304,0.17794751154375701,0.35066750922190354,0.3931731301975408,0.509973288180561,0.296056374776934,0.6198311261262524,0.3055557101551977,0.11915814496899209,0.15155718883291786,0.26634633958652437,0.09556669787913222,0.14096017622332171,0.2761338964441753,0.4235209634799733,0.11230089081547212,0.06382416243094521,0.0922769576049737,0.1346450156325823,0.18745417285676838,0.32252513329769933,0.2252600652636832,-0.02521827636648638,0.08827594662812656,0.17707724866997063,0.05997429458604086,0.22768973470004375,0.13783601585620003,0.30053552424579527,0.08545384377693307,0.15721963546684098,0.19329404258292857,-0.5002406108172786,-0.005608941071999595,0.29193972805234797,0.287714416204155,0.13651976634291937,0.3068583567563842,0.29785531415959526,-0.025525629120145474,0.2721766393091488,0.19823470650541022,0.2647979072199856,0.13878583405666028,0.289457074837569,0.10729332224246521,0.20505832078738365,0.1812939413751621,0.36324188756089204,0.35732716084571,-0.0007001361735366617,-0.0030140653702452535,0.09144457747223989,0.3096578678812117,0.08339005047317011,-0.10483326501163188,0.2137706162806973,0.335084107393789,0.34120904435454946,0.5216169402102955,0.16152685823285473,0.8345765167354061,0.22276470892053543,0.1539982638143366,0.1545316154752445,0.10448356693942461,0.17925248555282583,0.025354414660722177,0.11212682400240023,0.03687063640644912,0.19319637589293837,0.12892609409717476,-0.08487099209793603,-0.01612781961755841,-0.2333553762003311,0.2735939553802181,0.11796969146292323,0.32782351897872936,0.35693881185306003,0.1731707667472593,0.022552738021781576,0.07510259418322345,0.31485487099637005,0.007772360498119343,0.05097998081096893,0.3796272084339485,-0.019702100484775883
2017-11-21 00:00:00-05:00,0.4539683913179537,0.36756600463580097,0.23241814092512514,0.5556188512419749,-0.049111607374815465,0.2430777796897635,0.18194767048349222,0.34542239679395553,0.37904213122367775,0.4902298282898012,0.2933641235819632,0.6241417633869362,0.288816785022913,0.11767403914757131,0.14763982777383797,0.27534106795354957,0.10330588260542391,0.1433905561689132,0.27926218543254483,0.42250146859059085,0.10892851972009392,0.08220707907677677,0.07411846327036427,0.09812490654203164,0.18867617843045562,0.3568061652782661,0.23367806273989983,-0.011588596580180136,0.0832563047179833,0.17949306734488832,0.06863305927966061,0.21816579735806702,0.13362545523100045,0.2781405135652299,0.08208164657076773,0.15296033607500933,0.18930956292693446,-0.515117619102897,-0.005167267160243134,0.2963127744579301,0.2914022029219739,0.1325935230546284,0.32175627302355,0.306271049688401,-0.030733963488590983,0.2784642234681766,0.20432775274515438,0.2596243170703483,0.1348606499909221,0.28437644980609844,0.11164416340016194,0.21105674616254003,0.16911477047873602,0.37176456774053573,0.36967590892040025,0.0028773916743183867,0.047873805512138205,0.08697668169553081,0.32918694365683876,0.06610209521640704,-0.10862213785263275,0.21604259649103916,0.3409846332078956,0.34079118616354076,0.5089418555817484,0.16037080720439226,0.8478153413843561,0.21402401591168194,0.15453641643049812,0.15703731653223799,0.1017941517371366,0.18128583024634676,0.031483181250058785,0.11450082103344296,0.0388609676647469,0.19784350391688535,0.12260679114178208,-0.07761098470020952,-0.02989841722792992,-0.2484910392520548,0.28118166406442596,0.1173692316123972,0.3222734829853622,0.3616511660637314,0.17352012278918927,0.023560276687000375,0.07331713384419791,0.31769834801991537,0.002359264908028164,0.07297944795308219,0.3576935024146579,-0.029825896661247353
2017-11-22 00:00:00-05:00,0.4637988708252741,0.40449490504883134,0.22799145203321386,0.5529811779077476,-0.05709292607042347,0.2688054067072897,0.19107139077912322,0.31729533708304913,0.3867554496469154,0.4604071528354376,0.2845821569474587,0.6003647981469898,0.28767103210071315,0.1214568946228627,0.13604943814442466,0.27434048096097313,0.10484972206794294,0.14031530178524546,0.2675706342061044,0.41775687458947275,0.10073968546380976,0.06998056570976463,0.07372101784959478,0.10858986274132787,0.17336791437643492,0.3461794856082026,0.23354431319786698,-0.003613744548668126,0.0856753942854158,0.1851734139682126,0.06528651869960633,0.22355427996295651,0.16160136672486788,0.2814101343950504,0.06950112466129746,0.15567648031068013,0.17867269752067588,-0.5073217041614425,0.0060585382466695785,0.2989426036911535,0.2926887148218384,0.12574830343566556,0.29582024433872783,0.3010987271939262,-0.0313038439721269,0.2577977765886571,0.21655722346194167,0.2505573108685989,0.1359283749536205,0.2860475103743231,0.12219516325974893,0.1998080572961073,0.125327278240011,0.3635633340975454,0.37253377190637393,-0.006610753519903392,0.13460075407397112,0.086429329532564,0.3211680025718197,0.05553035630087342,-0.09710379510127615,0.210645987679118,0.3294090278984439,0.33740827980652194,0.5087224377357982,0.14661758621351506,0.8361326773663275,0.20799404228548735,0.1400017826826788,0.16156888943136488,0.0959372320701633,0.1787949660747281,0.035273698656996325,0.11100692409690796,0.01874461209574703,0.18807993566902162,0.12251405451018674,-0.09329525415988453,-0.03552690381241438,-0.2619269721771497,0.3021741408202685,0.12317642767313322,0.30129553711538165,0.3429145886104606,0.18240244719705057,0.022853531308015512,0.0787879031894126,0.33380971316044195,-0.002046799920302482,0.0625895143682572,0.3457998977782867,-0.02918030668749562
2017-11-24 00:00:00-05:00,0.4689675573381577,0.3875569400690908,0.22867840117956037,0.571024588986059,-0.0656184937457918,0.25710569559592933,0.18717463501655635,0.3420725589031297,0.4188937993870465,0.48520649920337344,0.26490708226893106,0.6016437987734177,0.27231579395405936,0.11298900837179442,0.1450542845607645,0.2761968375962582,0.10605134473320454,0.14269176150984908,0.2537814288313288,0.38627713752439086,0.10949553223283832,0.05590808075514442,0.050813509101054415,0.10857581643323902,0.1754023383205343,0.3708404707813215,0.24068143991465232,-0.0177959970591097,0.08740934364616583,0.17855033153860042,0.058699477663164225,0.22985754348805165,0.14457382190760093,0.2891700989103524,0.07114355741665185,0.1410708902168575,0.17630114214872103,-0.5102388389974044,-0.010115388816835092,0.31294210338985784,0.3047245946640227,0.11804805015028841,0.29563337117311117,0.2940110350669237,-0.026592347296376984,0.2679581557340819,0.21886494412874397,0.24311404916844287,0.14286256428870928,0.27770027121529917,0.23746298664872234,0.20380317480575794,0.11878574145333302,0.38638376716618444,0.36913561292231806,0.010082914397495688,0.11640241118345172,0.07894260448721871,0.31832785962649573,0.058341095583066424,-0.09649923270160447,0.19777633178782514,0.34306196285702867,0.3464794172339467,0.5087843204187029,0.158021892573147,0.8406257645641282,0.21655719751010427,0.16040759938138738,0.16039212776407505,0.09826230006980438,0.18772187744040733,0.04929592390061616,0.10166641150881062,0.004581797404336015,0.16514719997308,0.13090179969389742,-0.09085556498202309,-0.04190753492814273,-0.29813426270941085,0.3025495655402331,0.1266989817678674,0.31823819367967054,0.34063111430729615,0.17678977097076676,0.008181879284592967,0.07074022429173982,0.34864782941523714,-0.01880156987301881,0.06429453576620403,0.33790101619225676,-0.028007657864130776
2017-11-27 00:00:00-05:00,0.4589033051060272,0.38330605983144417,0.22014854060363961,0.5662050488333197,-0.07191127778711921,0.27534859490101293,0.18200708366042428,0.3435086426538627,0.4268275864357889,0.49497280918239034,0.2650745959485671,0.5985136126353757,0.2578296155593119,0.1120312003606638,0.14742877385187303,0.2789924381491382,0.10493248312683669,0.14842662124578623,0.24340922886701727,0.3886740846895307,0.1012074286035734,0.04405109131997693,0.045550798327002526,0.0942270457504653,0.17930927092826957,0.368486121366387,0.2383324335348727,-0.0252046028475558,0.07948175880606945,0.17382933886469115,0.05447691817934578,0.22002928296039398,0.14535817188894432,0.28132850905625373,0.06027306058637668,0.13768322380766346,0.17270578559118632,-0.517279918605303,-0.02251695721494387,0.3250204640995327,0.31770181851824913,0.11887145360435636,0.3034567734906348,0.2961598826413824,-0.03280649546954691,0.25533648847128954,0.21629151509603833,0.2395210086891977,0.13337697475390137,0.26934187529365394,0.23036581729628536,0.20085327138844652,0.12009234069380643,0.37676020759774875,0.3639293370310056,-0.0005405975128446889,0.09748905710310865,0.06822250579237148,0.3224144629087681,0.04490030166327676,-0.10203051919917044,0.19509218565466058,0.3482123748006581,0.340931769240556,0.5075837953383847,0.1597340859729126,0.8255232430199934,0.20967095950991002,0.15369227103689231,0.15183583284824484,0.09462199452696386,0.1787638455264497,0.035713753780752894,0.09728268689413172,-0.008429338941880766,0.1680019126021232,0.12262667761471249,-0.1040811333579641,-0.05796661453645981,-0.30050592396345377,0.3000084743828229,0.1397858426481259,0.306484611947488,0.3448794540283916,0.1605511601260569,0.01547908434077325,0.06719875239204251,0.3452895747124324,-0.013790931221489213,0.05292208782139636,0.33226940598788324,-0.03412019442381403
2017-11-28 00:00:00-05:00,0.4549970111769107,0.39177105185011396,0.2236371630033873,0.5733285488060922,-0.036341131789229555,0.235076613935808,0.1877211066840885,0.3574232481802456,0.44254232231545376,0.4812307792981861,0.2943233390277855,0.6093483347742108,0.3237708897846949,0.13938569499243536,0.13872908590674957,0.3152873505311379,0.12787766007464874,0.177937408128043,0.29859554680921296,0.4112526398465891,0.11321158764571641,0.07591689060108352,0.09401776821968576,0.11924611543964622,0.18947267986808194,0.378269303998613,0.26705523692792327,-0.0027311727505524575,0.09140880499041112,0.18337937871248858,0.05897375702656654,0.19815201148806447,0.1961573379261278,0.2641860092366072,0.07851385510706706,0.1484786197520302,0.18468114754844414,-0.49534061025007003,0.0018217681048906878,0.30997345230751455,0.30243366810086686,0.14188058072289328,0.3242938669972469,0.3143371414477112,-0.03801129705461629,0.2587427910591032,0.23889860655644124,0.2804371073843162,0.12656701274913665,0.30037655684665493,0.26136290141362245,0.20808326123457654,0.1570877133282988,0.4073745212764746,0.3683495212277048,0.011103638594608643,0.13077228179498163,0.1123197199703561,0.33507862069715966,0.05972000983136215,-0.08847585312026929,0.23945148072126082,0.358861633681707,0.33262058783006987,0.5326334502813903,0.16884361740474435,0.8099067467304123,0.21158239416899854,0.15555223707563537,0.1666727251135033,0.10423957463004169,0.16973716136013242,0.05741779909398836,0.1053458844124839,0.002114090363025926,0.21404567673154443,0.11023623900564963,-0.10597421848936263,-0.0452332492678617,-0.27524748303070173,0.3393432674754863,0.11011466572138533,0.31372317321165666,0.3669258659293735,0.18241486960059158,0.026052734256427755,0.10260121411110901,0.36716253201072396,0.001414962161883089,0.10247031903602906,0.33438240842964895,-0.019750592797795594
2017-11-29 00:00:00-05:00,0.43502182019312613,0.38414372451006096,0.214757622243845,0.5218179329754412,-0.02787520464566402,0.1929036249055885,0.19283512329465535,0.34212018751173157,0.4206407801015041,0.4551626485474491,0.3169950283363694,0.6018161316622522,0.3471547643278923,0.16276747700034858,0.13180222596230862,0.33117473667344827,0.13659531915971565,0.18566670243238484,0.3157132768328368,0.4136424425686676,0.10134612660739893,0.0750803313191982,0.11523796924269403,0.15945252224693587,0.21005166505054276,0.3503613096623046,0.26341983246675715,-0.007751104934521976,0.10821125148355837,0.17807814947722195,0.06946773086726697,0.19457238904510188,0.19233388872986548,0.2496768586721975,0.10677554852405072,0.18034702202140435,0.170437040596697,-0.4851246385006198,0.012172676607534624,0.28170317806473055,0.2731297598371641,0.14340171790431464,0.3357332251499376,0.32196357544520204,-0.024917000151978022,0.24679904604575398,0.24315985530720416,0.2959180072855139,0.12539741443157215,0.26375649089315883,0.2610487081781383,0.20424563775081211,0.18363244090325542,0.3643228071048614,0.36467991893490864,0.020217440078029378,0.1342520821230004,0.1327694976729596,0.3435648843669764,0.06883908873813395,-0.0869691305335036,0.2535921185086914,0.33266335386164214,0.32418828431857305,0.4707160746677589,0.18932784999402877,0.7488594701623132,0.19535000751326168,0.1585865589083417,0.16468844997891074,0.10618551302419378,0.16380949997412173,0.03477024865683294,0.10557198092526522,0.006983634167491291,0.2379722047605251,0.10243777624746825,-0.09472970030558342,-0.014227387210773181,-0.19848899348871613,0.3136713713252229,0.10998967355335516,0.2889852967908171,0.3622403171017717,0.22347600776826576,0.05384254186107079,0.13081028372458625,0.33491589664783616,0.02643087658385036,0.1168346621964357,0.3399875612223734,-0.005817606545015238
2017-11-30 00:00:00-05:00,0.45737849739007014,0.4154454988807654,0.23450920097089514,0.5682077567058326,-0.034319628404062844,0.20067074411404093,0.22586175929354396,0.3620831424974183,0.44967879890982765,0.5072827037132688,0.3207565642428965,0.6364329013161814,0.3037140013941149,0.16098058333314846,0.14580306798650156,0.3258536657399023,0.13977632848229568,0.20369752376275785,0.30627625217867477,0.4197432869631972,0.12717098171276756,0.09346981490146902,0.10921320038197786,0.06983205671453359,0.25726660188904854,0.37079713707832107,0.2589410223468961,0.02169922999939282,0.10343936412474175,0.19474532587627089,0.07100229853290851,0.23123038389340425,0.17028452446075018,0.2849191507318521,0.10023563671741768,0.19746089312466747,0.18371975542730604,-0.4860759063848292,0.042877695839757264,0.29820341018901686,0.28928864647659774,0.1340992388284369,0.3518272346014729,0.33427828134864573,-0.014142490503912654,0.2842737488493405,0.25026737537272037,0.2877899212443501,0.15911168952829327,0.2711747002487998,0.25772136382753746,0.21037565918281803,0.18673832326382406,0.39423942608276474,0.39137199109322507,0.05874753238166461,0.14009558307728756,0.12017582416059083,0.3708692569875045,0.09500803776446556,-0.07238576237367753,0.24068092671126998,0.35625306655194944,0.3521626253909201,0.47203147167387066,0.20144403518929077,0.7817890939792861,0.21533546872424325,0.1794705452470257,0.15919943078030147,0.11818754168856915,0.19043210363975094,0.011896913678690993,0.1433787120276769,0.01580344020997998,0.2403980666292863,0.13591643025477113,-0.06123914565678068,0.00479230860771498,-0.21273797252657606,0.32264286997086605,0.11915538294519663,0.29954525279723354,0.3804726197448695,0.24449323216793561,0.07698642195458488,0.12737182544301134,0.3828539870919773,0.06709631384695909,0.09288891439727508,0.34985777924635325,-0.00966238588597817
2017-12-01 00:00:00-05:00,0.4620756678329034,0.42092568559043037,0.23966389603352833,0.5900284830391244,-0.04789585853713228,0.24600295258098434,0.24632010935805188,0.37255104908276027,0.4466286368167642,0.5302763377529695,0.31551088550770656,0.6045763893466403,0.28339311485066077,0.13108966796520116,0.15936806040226112,0.3154887774459584,0.15197175997934298,0.19481708259979025,0.29092407511648744,0.41527052014945914,0.13758395220735933,0.11187850887308487,0.08688669059796918,0.09279591789225419,0.25025525070976257,0.4165055114312857,0.279437182895805,0.0038809125939877234,0.09241152268597612,0.20382659124960756,0.0769135354056121,0.24009498945210486,0.16244746733333734,0.2983051673071049,0.06647157780507275,0.1920695891653398,0.15568958295327245,-0.529021898581892,0.06207602766231599,0.30057779693465375,0.29351656453345276,0.10645156050098782,0.3546174865817268,0.32659770830273016,0.005880509218775504,0.3081618557796529,0.2542025037321323,0.27036444206847754,0.16794281202689795,0.26251602266669183,0.28300542219054664,0.18850501686819562,0.19064239841696173,0.409005328599204,0.40332169457976536,0.06802815163160265,0.14516720881936654,0.09622409629855634,0.3574820412345153,0.12240604508209611,-0.05453652038042596,0.22808964953080016,0.37506862779248445,0.35981801901437965,0.4660930225109009,0.18066294122108004,0.8173005333375881,0.26426213733907866,0.1924463196523983,0.18306288053403078,0.1295936695126948,0.20552528528231762,0.05903902849972339,0.13459760362920042,-0.002153447076395424,0.2305693200091159,0.13908183722580822,-0.04165848782885562,0.0016347566252635547,-0.22675144863873667,0.32316530968786744,0.11544589231547384,0.34719764142146403,0.35794897826783345,0.20939431516632762,0.06316518874998697,0.1074294317560818,0.390943538125942,0.07474673206935957,0.06161681422029761,0.34768902915271827,-0.006935953507684738
2017-12-04 00:00:00-05:00,0.4510035925922116,0.3900303564498487,0.24676304277552705,0.5241130497139515,-0.05267285754419187,0.1619912451519135,0.2433807465820707,0.32408487574156697,0.4263528680300341,0.49181810798457803,0.3322237329948443,0.6294888781274888,0.3296244145683424,0.16033512125504926,0.15690516633919704,0.3535828138244966,0.1368577624684357,0.2116466712219429,0.3338300027081262,0.42662476794087406,0.16319126005247145,0.17546828348232435,0.11708886958452802,0.08613641933411312,0.2715982801792665,0.3781497825538552,0.2894379541048929,-0.05399584799998162,0.10604169661749399,0.18922340248442812,0.12751072291442356,0.22968694451587754,0.17619061564360325,0.2660532256437093,0.08584181858783714,0.223848617004585,0.13820352402842725,-0.5235206668752929,0.037538868127114086,0.2856946629748213,0.28038560567705295,0.12779113854523508,0.3760607454989511,0.33329982260858965,0.015554588101131674,0.29212216763085447,0.2420552140034624,0.2930935053482651,0.16886355965645636,0.2735333101736169,0.26001431673551934,0.178211134460205,0.2166000923568283,0.357143851481521,0.3923399380827689,0.06439800385665467,0.1259840722635417,0.1073107996589288,0.35077306231943195,0.12670267084633846,-0.054362678240211924,0.2499017015748102,0.3357535316223162,0.3374040618904302,0.4209339981199519,0.1880886938017075,0.7507395075962087,0.2447512022687687,0.18252285045617012,0.1696641265370844,0.13457182241458115,0.21064020453165003,0.018888934229289462,0.12706986373211282,0.045126883282879005,0.29284139490476,0.12006091688170534,-0.04782305851403543,0.029479740529190716,-0.17831032838127278,0.25260342414786413,0.10123752071598936,0.33027549173592174,0.33533579876544684,0.25945785549480777,0.0918021622630312,0.1284086394151169,0.35685082687150543,0.08508015766129148,0.09665489093889156,0.34122367415474747,-0.0033234762755693717
2017-12-05 00:00:00-05:00,0.45727506091160924,0.37760441875980355,0.24663136808681102,0.4967396215658471,-0.055472262415579635,0.1325227691137747,0.23441967554446225,0.3420638013476231,0.4076838327308424,0.47279128503008616,0.3310772597415007,0.6212997812335559,0.29681294919610574,0.14606532051298196,0.139852371137083,0.34287233878342743,0.13698241559374075,0.201986279117162,0.30429735972938027,0.4242457301597981,0.16552151090073505,0.15688229925322947,0.09848504782065687,0.0692951070676866,0.2644830155805327,0.3521873849032261,0.2689816195775695,-0.06828167038413425,0.1001010070240306,0.19108102321818876,0.08520138595219387,0.2196272478179957,0.1594780169803844,0.2492190524203049,0.05367195283363075,0.19968292015428518,0.1301789512620733,-0.5267959144886617,0.041100895980725236,0.27626330765326124,0.2701564802527328,0.09552188190698983,0.3663751903496667,0.3248551069710078,0.009560367263817406,0.26152777613038813,0.24697037684372466,0.2613868560674779,0.16309110237503252,0.26390966916557684,0.272275890630262,0.17551878646776706,0.1919252553069638,0.34498296581398913,0.39711834199755164,0.06501647479764751,0.14377753250346098,0.09625499278194097,0.3512937812235778,0.1353427743124027,-0.04789895007339103,0.2309052048585787,0.3257853517969814,0.3301424661398797,0.43560922690790177,0.1662250164524229,0.718463487056795,0.22411026507784323,0.1825359080329009,0.158933340958395,0.12732792247744693,0.2222581302671202,0.013033703755759966,0.13656999199579106,0.049893195212282415,0.27161893137010373,0.11830723173792786,-0.06123503093221593,0.009454441470221519,-0.1716878396675045,0.2586498854633735,0.10252111851594983,0.3428931380601381,0.34878547281143474,0.24156728608027458,0.06254808183778272,0.10656673708056817,0.34671777929012415,0.07069642739322037,0.10239701445168947,0.3629915302342851,-0.01653554501132442
